"ID","X","Y","SIGLA_PAIS","UC","Garimpo+5k","CD_MUN","NM_MUN","UF","Bacia Hidr","Reg ANAC","CIAD"
2919,-52.277636,-14.886593,"BRA",,"NÃO",5101803,"Barra do Garças","MT","Araguaia","SIM","MT0442"
1792,-49.135899,-6.967403,"BRA",,"NÃO",1718865,"Santa Fé do Araguaia","TO","Araguaia","NÃO",
1349,-49.944302,-6.934464,"BRA",,"NÃO",1508407,"Xinguara","PA","Araguaia","NÃO",
2923,-52.389054,-15.861381,"BRA",,"NÃO",5101803,"Barra do Garças","MT","Araguaia","SIM","MT0008"
234,-50.559892,-10.542293,"BRA",,"NÃO",5107776,"Santa Terezinha","MT","Araguaia","SIM","MT0236"
2601,-54.502114,-15.359116,"BRA",,"NÃO",5107040,"Primavera do Leste","MT","Araguaia","NÃO",
1989,-54.964938,-15.411269,"BRA",,"NÃO",5102678,"Campo Verde","MT","Araguaia","SIM","MT0642"
1004,-48.977383,-8.314702,"BRA",,"NÃO",1706001,"Couto Magalhães","TO","Araguaia","SIM","TO0078"
854,-50.063255,-12.40257,"BRA",,"NÃO",1718840,"Sandolândia","TO","Araguaia","SIM","TO0098"
858,-49.481512,-10.74146,"BRA",,"NÃO",1711902,"Lagoa da Confusão","TO","Araguaia","NÃO",
995,-49.712185,-11.835808,"BRA",,"NÃO",1708205,"Formoso do Araguaia","TO","Araguaia","SIM","TO0031"
1010,-47.817379,-6.83111,"BRA",,"NÃO",1706506,"Darcinópolis","TO","Araguaia","SIM","TO0029"
2769,-52.967359,-16.141857,"BRA",,"NÃO",5108204,"Torixoréu","MT","Araguaia","NÃO",
1996,-54.133318,-15.249346,"BRA",,"NÃO",5107040,"Primavera do Leste","MT","Araguaia","SIM","MT0825"
1050,-50.068348,-7.407353,"BRA",,"NÃO",1506161,"Rio Maria","PA","Araguaia","SIM","PA0130"
843,-49.055985,-9.253127,"BRA",,"NÃO",1707207,"Dois Irmãos do Tocantins","TO","Araguaia","NÃO",
2083,-53.355164,-17.746022,"BRA",,"NÃO",5100607,"Alto Taquari","MT","Araguaia","SIM","MT0059"
2752,-51.404672,-15.044017,"BRA",,"NÃO",5212204,"Jussara","GO","Araguaia","SIM","GO0149"
2604,-54.674009,-15.346593,"BRA",,"NÃO",5102678,"Campo Verde","MT","Araguaia","SIM","MT0567"
935,-49.666991,-9.244501,"BRA","ÁREA DE PROTEÇÃO AMBIENTAL ILHA DO BANANAL/CANTÃO","NÃO",1700251,"Abreulândia","TO","Araguaia","SIM","TO0051"
1582,-52.940606,-14.72111,"BRA",,"NÃO",5102603,"Campinápolis","MT","Araguaia","NÃO",
2580,-50.95286,-11.150934,"BRA",,"NÃO",5105309,"Luciara","MT","Araguaia","SIM","MT0782"
2602,-54.440752,-15.433683,"BRA",,"NÃO",5107008,"Poxoréu","MT","Araguaia","SIM","MT0358"
1312,-50.480995,-8.868719,"BRA",,"NÃO",1506583,"Santa Maria das Barreiras","PA","Araguaia","SIM","PA0123"
1580,-52.995022,-14.891058,"BRA",,"NÃO",5106281,"Novo São Joaquim","MT","Araguaia","NÃO",
1534,-49.280383,-11.323152,"BRA",,"NÃO",1707306,"Dueré","TO","Araguaia","NÃO",
793,-49.570131,-11.815303,"BRA",,"NÃO",1708205,"Formoso do Araguaia","TO","Araguaia","NÃO",
2755,-50.56551,-13.212207,"BRA",,"NÃO",5220207,"São Miguel do Araguaia","GO","Araguaia","NÃO",
2771,-51.814376,-15.616703,"BRA",,"NÃO",5101001,"Araguaiana","MT","Araguaia","SIM","MT0395"
880,-49.940737,-7.390794,"BRA",,"NÃO",1506161,"Rio Maria","PA","Araguaia","NÃO",
1995,-54.058688,-14.964967,"BRA",,"NÃO",5107040,"Primavera do Leste","MT","Araguaia","SIM","MT0046"
235,-50.522989,-10.462912,"BRA",,"NÃO",5107776,"Santa Terezinha","MT","Araguaia","NÃO",
1460,-51.60112,-11.926401,"BRA",,"NÃO",5107883,"Serra Nova Dourada","MT","Araguaia","SIM","MT0648"
1806,-48.894779,-7.874992,"BRA",,"NÃO",1703206,"Bernardo Sayão","TO","Araguaia","NÃO",
869,-49.976906,-8.802917,"BRA",,"NÃO",1506583,"Santa Maria das Barreiras","PA","Araguaia","NÃO",
1347,-49.46151,-6.880218,"BRA",,"NÃO",1507755,"Sapucaia","PA","Araguaia","NÃO",
1815,-49.768558,-7.579358,"BRA",,"NÃO",1503044,"Floresta do Araguaia","PA","Araguaia","NÃO",
2296,-50.049703,-7.301396,"BRA",,"SIM",1506161,"Rio Maria","PA","Araguaia","SIM","PA0273"
2003,-52.498983,-14.642837,"BRA",,"NÃO",5106257,"Nova Xavantina","MT","Araguaia","SIM","MT0245"
1529,-48.13052,-7.284108,"BRA",,"NÃO",1702109,"Araguaína","TO","Araguaia","SIM","TO0015"
868,-51.04469,-9.387222,"BRA",,"NÃO",1506708,"Santana do Araguaia","PA","Araguaia","NÃO",
1999,-53.495136,-14.863051,"BRA",,"NÃO",5107792,"Santo Antônio do Leste","MT","Araguaia","SIM","MT0834"
987,-49.410032,-12.646574,"BRA",,"NÃO",1702000,"Araguaçu","TO","Araguaia","SIM","TO0106"
1711,-53.933491,-15.013851,"BRA",,"NÃO",5107792,"Santo Antônio do Leste","MT","Araguaia","NÃO",
1991,-54.596965,-15.314695,"BRA",,"NÃO",5102678,"Campo Verde","MT","Araguaia","SIM","MT0214"
1790,-48.534756,-6.870845,"BRA",,"NÃO",1702158,"Araguanã","TO","Araguaia","NÃO",
1977,-53.277589,-16.533356,"BRA",,"NÃO",5100409,"Alto Garças","MT","Araguaia","SIM","MT0604"
1994,-54.372687,-15.415162,"BRA",,"NÃO",5107008,"Poxoréu","MT","Araguaia","SIM","MT0208"
2100,-53.600416,-16.855221,"BRA",,"NÃO",5100409,"Alto Garças","MT","Araguaia","SIM","MT0569"
1344,-49.191321,-7.802346,"BRA",,"NÃO",1502707,"Conceição do Araguaia","PA","Araguaia","NÃO",
1865,-51.51209,-12.154344,"BRA",,"NÃO",5101852,"Bom Jesus do Araguaia","MT","Araguaia","NÃO",
2007,-51.380233,-14.389023,"BRA",,"NÃO",5103106,"Cocalinho","MT","Araguaia","SIM","MT0403"
866,-49.43647,-7.246132,"BRA",,"NÃO",1506161,"Rio Maria","PA","Araguaia","SIM","PA0297"
1992,-54.737087,-15.429885,"BRA",,"NÃO",5103601,"Dom Aquino","MT","Araguaia","SIM","MT0045"
1998,-53.884387,-14.932946,"BRA",,"NÃO",5107792,"Santo Antônio do Leste","MT","Araguaia","SIM","MT0823"
2561,-52.218896,-15.577197,"BRA",,"NÃO",5101803,"Barra do Garças","MT","Araguaia","NÃO",
2759,-51.599408,-15.437626,"BRA",,"NÃO",5212204,"Jussara","GO","Araguaia","SIM","GO0126"
885,-50.812456,-12.091608,"BRA","PARQUE ESTADUAL DO ARAGUAIAA","NÃO",5106315,"Novo Santo Antônio","MT","Araguaia","NÃO",
2049,-56.577989,-15.240291,"BRA",,"NÃO",5104906,"Jangada","MT","Cuiabá","SIM","MT0109"
1979,-55.990204,-15.644803,"BRA",,"NÃO",5103403,"Cuiabá","MT","Cuiabá","SIM","MT0149"
2569,-55.999288,-15.821333,"BRA",,"NÃO",5107800,"Santo Antônio do Leverger","MT","Cuiabá","SIM","MT0289"
1959,-56.280584,-16.588351,"BRA",,"NÃO",5101605,"Barão de Melgaço","MT","Cuiabá","SIM","MT0428"
1583,-55.956406,-16.326374,"BRA",,"NÃO",5101605,"Barão de Melgaço","MT","Cuiabá","NÃO",
2096,-56.370985,-16.746421,"BRA",,"NÃO",5101605,"Barão de Melgaço","MT","Cuiabá","SIM","MT0427"
2744,-56.769283,-17.333617,"BRA",,"NÃO",5106505,"Poconé","MT","Cuiabá","NÃO",
920,-55.617358,-15.461477,"BRA","ÁREA DE PROTEÇÃO AMBIENTAL DA CHAPADA DOS GUIMARÃES","NÃO",5103007,"Chapada dos Guimarães","MT","Cuiabá","SIM","MT0219"
2871,-56.352985,-14.749992,"BRA",,"NÃO",5105903,"Nobres","MT","Cuiabá","SIM","MT0422"
2775,-55.800703,-14.958269,"BRA",,"NÃO",5103007,"Chapada dos Guimarães","MT","Cuiabá","SIM","MT0117"
1832,-56.42213,-16.496628,"BRA",,"NÃO",5106505,"Poconé","MT","Cuiabá","SIM","MT0116"
1810,-56.271053,-16.482321,"BRA",,"NÃO",5101605,"Barão de Melgaço","MT","Cuiabá","NÃO",
1834,-56.552234,-15.084033,"BRA",,"NÃO",5107701,"Rosário Oeste","MT","Cuiabá","SIM","MT0201"
2109,-56.773769,-17.358754,"BRA",,"NÃO",5106505,"Poconé","MT","Cuiabá","SIM","MT0210"
540,-55.649873,-14.626557,"BRA","ÁREA DE PROTEÇÃO AMBIENTAL DAS CABECEIRAS DO RIO CUIABÁ","NÃO",5107701,"Rosário Oeste","MT","Cuiabá","SIM","MT0038"
1984,-55.838123,-15.847635,"BRA",,"NÃO",5107800,"Santo Antônio do Leverger","MT","Cuiabá","SIM","MT0107"
662,-55.212853,-14.984061,"BRA",,"NÃO",5103007,"Chapada dos Guimarães","MT","Cuiabá","SIM","MT0048"
1963,-55.266354,-16.437603,"BRA",,"NÃO",5103403,"Cuiabá","MT","Cuiabá","SIM","MT0247"
2260,-56.054402,-15.490592,"BRA",,"SIM",5103403,"Cuiabá","MT","Cuiabá","NÃO",
2106,-56.791402,-17.366334,"BRA",,"NÃO",5106505,"Poconé","MT","Cuiabá","SIM","MT0686"
538,-55.609458,-14.435589,"BRA","ÁREA DE PROTEÇÃO AMBIENTAL DAS CABECEIRAS DO RIO CUIABÁ","NÃO",5105903,"Nobres","MT","Cuiabá","SIM","MT0307"
2567,-56.116657,-15.652983,"BRA",,"NÃO",5108402,"Várzea Grande","MT","Cuiabá","SIM","MT0001"
2258,-56.054953,-15.470369,"BRA",,"SIM",5103403,"Cuiabá","MT","Cuiabá","NÃO",
2742,-57.236268,-17.786084,"BRA",,"NÃO",5106505,"Poconé","MT","Cuiabá","NÃO",
2098,-56.087384,-15.853379,"BRA",,"NÃO",5107800,"Santo Antônio do Leverger","MT","Cuiabá","SIM","MT0364"
1957,-56.007873,-16.160995,"BRA",,"NÃO",5106109,"Nossa Senhora do Livramento","MT","Cuiabá","SIM","MT0432"
2576,-55.380241,-15.501359,"BRA",,"NÃO",5102678,"Campo Verde","MT","Cuiabá","SIM","MT0043"
2566,-55.956015,-15.679985,"BRA",,"NÃO",5103403,"Cuiabá","MT","Cuiabá","SIM","MT0166"
950,-55.691011,-15.554497,"BRA","ÁREA DE PROTEÇÃO AMBIENTAL MUNICIPAL DO ARICÁ-AÇU","NÃO",5103403,"Cuiabá","MT","Cuiabá","SIM","MT0502"
2868,-56.238948,-14.643199,"BRA",,"NÃO",5105903,"Nobres","MT","Cuiabá","NÃO",
1985,-54.940311,-15.122919,"BRA",,"NÃO",5102678,"Campo Verde","MT","Cuiabá","SIM","MT0169"
1981,-55.176212,-15.295303,"BRA",,"NÃO",5102678,"Campo Verde","MT","Cuiabá","SIM","MT0429"
1837,-55.398586,-16.204214,"BRA",,"NÃO",5103403,"Cuiabá","MT","Cuiabá","SIM","MT0473"
2859,-56.713136,-15.350764,"BRA",,"NÃO",5104906,"Jangada","MT","Cuiabá","NÃO",
1887,-55.322206,-15.898902,"BRA",,"NÃO",5103403,"Cuiabá","MT","Cuiabá","NÃO",
536,-55.712167,-14.476637,"BRA","ÁREA DE PROTEÇÃO AMBIENTAL DAS CABECEIRAS DO RIO CUIABÁ","NÃO",5107701,"Rosário Oeste","MT","Cuiabá","SIM","MT0515"
2776,-55.834401,-14.55862,"BRA",,"NÃO",5107701,"Rosário Oeste","MT","Cuiabá","NÃO",
53,-56.583716,-17.06264,"BRA",,"NÃO",5101605,"Barão de Melgaço","MT","Cuiabá","SIM","MT0437"
1809,-55.91849,-16.542084,"BRA",,"NÃO",5101605,"Barão de Melgaço","MT","Cuiabá","NÃO",
2564,-56.098149,-15.506449,"BRA",,"NÃO",5103403,"Cuiabá","MT","Cuiabá","SIM","MT0078"
1962,-56.841176,-17.456596,"BRA",,"NÃO",5106505,"Poconé","MT","Cuiabá","SIM","MT0055"
1884,-56.337751,-14.707087,"BRA",,"NÃO",5105903,"Nobres","MT","Cuiabá","NÃO",
1964,-55.665114,-16.295186,"BRA",,"NÃO",5107800,"Santo Antônio do Leverger","MT","Cuiabá","SIM","MT0854"
1836,-55.580204,-16.361033,"BRA",,"NÃO",5101605,"Barão de Melgaço","MT","Cuiabá","NÃO",
2587,-51.011838,0.208799,"BRA",,"NÃO",1600303,"Macapá","AP","Foz do Amazonas","SIM","AP0006"
544,-48.519484,-0.697663,"BRA","ÁREA DE PROTEÇÃO AMBIENTAL DO ARQUIPÉLAGO DO MARAJÓ","NÃO",1507904,"Soure","PA","Foz do Amazonas","NÃO",
546,-49.232139,-1.536601,"BRA","ÁREA DE PROTEÇÃO AMBIENTAL DO ARQUIPÉLAGO DO MARAJÓ","NÃO",1504901,"Muaná","PA","Foz do Amazonas","NÃO",
1298,-51.071437,0.05107,"BRA",,"NÃO",1600303,"Macapá","AP","Foz do Amazonas","SIM","AP0001"
1305,-50.652228,0.840981,"BRA",,"NÃO",1600303,"Macapá","AP","Foz do Amazonas","NÃO",
543,-48.857259,-1.398035,"BRA","ÁREA DE PROTEÇÃO AMBIENTAL DO ARQUIPÉLAGO DO MARAJÓ","NÃO",1505700,"Ponta de Pedras","PA","Foz do Amazonas","NÃO",
539,-49.580761,-0.091405,"BRA","ÁREA DE PROTEÇÃO AMBIENTAL DO ARQUIPÉLAGO DO MARAJÓ","NÃO",1502509,"Chaves","PA","Foz do Amazonas","SIM","PA0056"
542,-50.443453,-1.636472,"BRA","ÁREA DE PROTEÇÃO AMBIENTAL DO ARQUIPÉLAGO DO MARAJÓ","NÃO",1501808,"Breves","PA","Foz do Amazonas","SIM","PA0015"
1268,-51.6348,-1.410065,"BRA",,"NÃO",1503101,"Gurupá","PA","Foz do Amazonas","NÃO",
547,-49.7511,-0.025146,"BRA","ÁREA DE PROTEÇÃO AMBIENTAL DO ARQUIPÉLAGO DO MARAJÓ","NÃO",1502509,"Chaves","PA","Foz do Amazonas","NÃO",
541,-48.577622,-0.273169,"BRA","ÁREA DE PROTEÇÃO AMBIENTAL DO ARQUIPÉLAGO DO MARAJÓ","NÃO",1507904,"Soure","PA","Foz do Amazonas","NÃO",
1195,-51.150325,0.039696,"BRA",,"NÃO",1600303,"Macapá","AP","Foz do Amazonas","SIM","AP0005"
552,-48.9611,-1.018186,"BRA","ÁREA DE PROTEÇÃO AMBIENTAL DO ARQUIPÉLAGO DO MARAJÓ","NÃO",1502004,"Cachoeira do Arari","PA","Foz do Amazonas","NÃO",
551,-48.88962,-0.988193,"BRA","ÁREA DE PROTEÇÃO AMBIENTAL DO ARQUIPÉLAGO DO MARAJÓ","NÃO",1502004,"Cachoeira do Arari","PA","Foz do Amazonas","SIM","PA0044"
549,-48.527518,-0.768643,"BRA","ÁREA DE PROTEÇÃO AMBIENTAL DO ARQUIPÉLAGO DO MARAJÓ","NÃO",1506302,"Salvaterra","PA","Foz do Amazonas","NÃO",
550,-50.387982,-0.158037,"BRA","ÁREA DE PROTEÇÃO AMBIENTAL DO ARQUIPÉLAGO DO MARAJÓ","NÃO",1500305,"Afuá","PA","Foz do Amazonas","NÃO",
554,-48.813836,-1.37654,"BRA","ÁREA DE PROTEÇÃO AMBIENTAL DO ARQUIPÉLAGO DO MARAJÓ","NÃO",1505700,"Ponta de Pedras","PA","Foz do Amazonas","SIM","PA0249"
545,-49.802341,-1.797437,"BRA","ÁREA DE PROTEÇÃO AMBIENTAL DO ARQUIPÉLAGO DO MARAJÓ","NÃO",1502806,"Curralinho","PA","Foz do Amazonas","NÃO",
2590,-50.934296,0.260159,"BRA",,"NÃO",1600303,"Macapá","AP","Foz do Amazonas","NÃO",
548,-49.924131,-1.000024,"BRA","ÁREA DE PROTEÇÃO AMBIENTAL DO ARQUIPÉLAGO DO MARAJÓ","NÃO",1500701,"Anajás","PA","Foz do Amazonas","NÃO",
1284,-55.514045,-1.86803,"BRA",,"NÃO",1505106,"Óbidos","PA","Paru","SIM","PA0016"
1295,-54.723064,-1.916997,"BRA",,"NÃO",1500404,"Alenquer","PA","Paru","NÃO",
246,-54.658133,1.218043,"BRA",,"NÃO",1500503,"Almeirim","PA","Paru","SIM","PA0247"
1063,-54.074044,-1.995846,"BRA",,"NÃO",1504802,"Monte Alegre","PA","Paru","SIM","PA0019"
356,-54.101278,0.486205,"BRA",,"NÃO",1500503,"Almeirim","PA","Paru","NÃO",
2228,-53.871952,0.29057,"BRA","RESERVA BIOLÓGICA DE MAICURU","SIM",1500503,"Almeirim","PA","Paru","NÃO",
609,-54.802196,0.084449,"BRA","ESTAÇÃO ECOLÓGICA DO GRÃO PARÁ","NÃO",1504802,"Monte Alegre","PA","Paru","NÃO",
1293,-55.125216,-1.395235,"BRA",,"NÃO",1500404,"Alenquer","PA","Paru","SIM","PA0274"
569,-54.438331,-0.90276,"BRA","FLORESTA ESTADUAL DO PARU","NÃO",1504802,"Monte Alegre","PA","Paru","NÃO",
2227,-53.818232,0.338258,"BRA","RESERVA BIOLÓGICA DE MAICURU","SIM",1500503,"Almeirim","PA","Paru","NÃO",
567,-54.91529,-0.876462,"BRA","FLORESTA ESTADUAL DO PARU","NÃO",1500404,"Alenquer","PA","Paru","NÃO",
655,-54.122901,-1.411002,"BRA",,"NÃO",1504802,"Monte Alegre","PA","Paru","SIM","PA0310"
250,-55.122141,1.951153,"BRA",,"NÃO",1500503,"Almeirim","PA","Paru","SIM","PA0254"
566,-54.89853,-0.959244,"BRA","FLORESTA ESTADUAL DO PARU","NÃO",1500404,"Alenquer","PA","Paru","NÃO",
553,-53.497681,-0.611853,"BRA","FLORESTA ESTADUAL DO PARU","NÃO",1500503,"Almeirim","PA","Paru","NÃO",
358,-54.209738,0.583857,"BRA",,"NÃO",1500503,"Almeirim","PA","Paru","SIM","PA0278"
570,-53.723841,-1.144845,"BRA","FLORESTA ESTADUAL DO PARU","NÃO",1506005,"Prainha","PA","Paru","SIM","PA0333"
612,-55.165804,-0.221112,"BRA","ESTAÇÃO ECOLÓGICA DO GRÃO PARÁ","NÃO",1500404,"Alenquer","PA","Paru","NÃO",
1066,-53.490251,-1.78415,"BRA",,"NÃO",1506005,"Prainha","PA","Paru","SIM","PA0331"
525,-55.837696,-0.326883,"BRA",,"NÃO",1505106,"Óbidos","PA","Paru","SIM","PA0302"
1261,-52.57877,-1.480207,"BRA",,"NÃO",1500503,"Almeirim","PA","Paru","SIM","PA0024"
568,-55.054023,-0.755808,"BRA","FLORESTA ESTADUAL DO PARU","NÃO",1500404,"Alenquer","PA","Paru","SIM","PA0272"
355,-54.649255,0.851583,"BRA",,"NÃO",1500503,"Almeirim","PA","Paru","NÃO",
1292,-53.261493,-1.268414,"BRA",,"NÃO",1500503,"Almeirim","PA","Paru","SIM","PA0142"
247,-54.991257,1.705054,"BRA",,"NÃO",1500503,"Almeirim","PA","Paru","NÃO",
357,-54.427778,0.620174,"BRA",,"NÃO",1500503,"Almeirim","PA","Paru","NÃO",
1277,-55.533785,-1.89481,"BRA",,"NÃO",1505106,"Óbidos","PA","Paru","NÃO",
1193,-54.547579,-1.614408,"BRA",,"NÃO",1500404,"Alenquer","PA","Paru","SIM","PA0287"
1266,-52.894101,-1.37588,"BRA",,"NÃO",1500503,"Almeirim","PA","Paru","NÃO",
1482,-56.274062,-11.895853,"BRA",,"NÃO",5106802,"Porto dos Gaúchos","MT","Tapajós","SIM","MT0030"
2349,-56.402829,-5.923207,"BRA","ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS","SIM",1503606,"Itaituba","PA","Tapajós","NÃO",
943,-56.565073,-6.211199,"BRA","ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS","NÃO",1503606,"Itaituba","PA","Tapajós","NÃO",
1549,-57.157049,-9.783015,"BRA",,"NÃO",5108956,"Nova Monte Verde","MT","Tapajós","NÃO",
770,-56.836895,-11.296529,"BRA",,"NÃO",5107941,"Tabaporã","MT","Tapajós","NÃO",
2888,-55.632323,-12.558937,"BRA",,"NÃO",5107925,"Sorriso","MT","Tapajós","SIM","MT0605"
1187,-55.884084,-9.345037,"BRA",,"NÃO",1505031,"Novo Progresso","PA","Tapajós","SIM","PA0127"
2320,-56.594958,-5.837137,"BRA","ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS","SIM",1503606,"Itaituba","PA","Tapajós","NÃO",
2555,-56.648599,-5.741233,"BRA","ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS","SIM",1503606,"Itaituba","PA","Tapajós","NÃO",
1143,-58.228883,-6.384376,"BRA",,"NÃO",1302900,"Maués","AM","Tapajós","NÃO",
2846,-56.066709,-13.519813,"BRA",,"NÃO",5106224,"Nova Mutum","MT","Tapajós","SIM","MT0591"
2088,-54.950601,-9.658445,"BRA",,"NÃO",5104104,"Guarantã do Norte","MT","Tapajós","NÃO",
200,-57.654903,-6.586512,"BRA",,"SIM",1503754,"Jacareacanga","PA","Tapajós","NÃO",
100,-57.670452,-8.392554,"BRA",,"NÃO",1503754,"Jacareacanga","PA","Tapajós","NÃO",
2448,-56.842978,-6.837854,"BRA",,"SIM",1503606,"Itaituba","PA","Tapajós","SIM","PA0097"
1386,-57.583454,-13.6274,"BRA",,"NÃO",5102637,"Campo Novo do Parecis","MT","Tapajós","SIM","MT0194"
2143,-58.444516,-10.976958,"BRA",,"NÃO",5102850,"Castanheira","MT","Tapajós","SIM","MT0382"
2553,-56.457731,-6.307505,"BRA","ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS","SIM",1503606,"Itaituba","PA","Tapajós","NÃO",
2542,-57.419823,-5.951931,"BRA","ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS","SIM",1503754,"Jacareacanga","PA","Tapajós","NÃO",
73,-58.2628,-11.497453,"BRA",,"NÃO",5101902,"Brasnorte","MT","Tapajós","NÃO",
2025,-58.747736,-13.761937,"BRA",,"NÃO",5107875,"Sapezal","MT","Tapajós","SIM","MT0104"
2563,-55.586209,-11.884583,"BRA",,"NÃO",5107909,"Sinop","MT","Tapajós","SIM","MT0002"
2185,-56.127297,-5.856778,"BRA","PARQUE NACIONAL DO JAMANXIM","SIM",1503606,"Itaituba","PA","Tapajós","NÃO",
2886,-55.671827,-12.478224,"BRA",,"NÃO",5107925,"Sorriso","MT","Tapajós","SIM","MT0005"
182,-57.177684,-7.37195,"BRA","ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS","SIM",1503606,"Itaituba","PA","Tapajós","NÃO",
1279,-54.793527,-2.422644,"BRA",,"NÃO",1506807,"Santarém","PA","Tapajós","SIM","PA0002"
2536,-56.95768,-7.142429,"BRA","ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS","SIM",1503606,"Itaituba","PA","Tapajós","NÃO",
2548,-56.694361,-6.619578,"BRA","ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS","SIM",1503606,"Itaituba","PA","Tapajós","NÃO",
2332,-56.461964,-6.103712,"BRA","ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS","SIM",1503606,"Itaituba","PA","Tapajós","NÃO",
99,-57.415379,-8.876028,"BRA",,"NÃO",5100805,"Apiacás","MT","Tapajós","NÃO",
2502,-56.449603,-7.314918,"BRA","ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS","SIM",1503606,"Itaituba","PA","Tapajós","NÃO",
2030,-57.868793,-13.886353,"BRA",,"NÃO",5102637,"Campo Novo do Parecis","MT","Tapajós","SIM","MT0049"
2338,-56.399239,-6.125337,"BRA","ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS","SIM",1503606,"Itaituba","PA","Tapajós","NÃO",
2493,-56.812577,-7.118236,"BRA","ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS","SIM",1503606,"Itaituba","PA","Tapajós","NÃO",
2362,-56.56827,-5.507632,"BRA","FLORESTA NACIONAL DE ITAITUBA I","SIM",1508050,"Trairão","PA","Tapajós","SIM","PA0251"
1381,-56.598941,-13.512604,"BRA",,"NÃO",5107305,"São José do Rio Claro","MT","Tapajós","SIM","MT0653"
2243,-55.99016,-6.414691,"BRA",,"SIM",1503606,"Itaituba","PA","Tapajós","NÃO",
2318,-56.442157,-5.808052,"BRA","ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS","SIM",1503606,"Itaituba","PA","Tapajós","NÃO",
2231,-58.568309,-9.129885,"BRA",,"SIM",5106158,"Nova Bandeirantes","MT","Tapajós","NÃO",
2446,-56.48978,-6.802895,"BRA",,"SIM",1503606,"Itaituba","PA","Tapajós","SIM","PA0243"
2461,-56.577473,-6.127338,"BRA","ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS","SIM",1503606,"Itaituba","PA","Tapajós","NÃO",
2499,-56.582326,-7.281796,"BRA","ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS","SIM",1503606,"Itaituba","PA","Tapajós","SIM","PA0125"
2818,-57.669008,-11.176597,"BRA",,"NÃO",5105101,"Juara","MT","Tapajós","SIM","MT0103"
201,-57.632332,-6.84478,"BRA",,"SIM",1503754,"Jacareacanga","PA","Tapajós","NÃO",
2037,-57.479478,-13.913983,"BRA",,"NÃO",5103502,"Diamantino","MT","Tapajós","SIM","MT0276"
2345,-56.289114,-6.393253,"BRA","ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS","SIM",1503606,"Itaituba","PA","Tapajós","NÃO",
759,-55.447403,-6.422337,"BRA",,"NÃO",1503606,"Itaituba","PA","Tapajós","SIM","PA0166"
2232,-58.317044,-9.200039,"BRA",,"SIM",5106158,"Nova Bandeirantes","MT","Tapajós","NÃO",
2545,-56.71918,-6.078216,"BRA","ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS","SIM",1503606,"Itaituba","PA","Tapajós","NÃO",
2476,-56.618449,-5.70891,"BRA","ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS","SIM",1503606,"Itaituba","PA","Tapajós","NÃO",
2522,-56.764626,-7.394848,"BRA","ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS","SIM",1503606,"Itaituba","PA","Tapajós","SIM","PA0049"
1545,-56.94691,-10.386501,"BRA",,"NÃO",5105101,"Juara","MT","Tapajós","NÃO",
98,-57.42075,-8.862742,"BRA",,"NÃO",5100805,"Apiacás","MT","Tapajós","SIM","MT0389"
198,-57.456615,-6.479208,"BRA",,"SIM",1503754,"Jacareacanga","PA","Tapajós","NÃO",
974,-54.04513,-10.489022,"BRA",,"NÃO",5105580,"Marcelândia","MT","Tapajós","NÃO",
2792,-57.892167,-13.516274,"BRA",,"NÃO",5102637,"Campo Novo do Parecis","MT","Tapajós","SIM","MT0583"
2520,-56.711951,-7.564274,"BRA","ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS","SIM",1503606,"Itaituba","PA","Tapajós","SIM","PA0269"
2455,-56.354188,-7.270979,"BRA","ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS","SIM",1503606,"Itaituba","PA","Tapajós","NÃO",
2114,-56.492536,-9.679293,"BRA",,"NÃO",5106299,"Paranaíta","MT","Tapajós","NÃO",
2609,-54.168587,-10.447336,"BRA",,"NÃO",5105580,"Marcelândia","MT","Tapajós","NÃO",
2328,-57.012936,-5.795895,"BRA","ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS","SIM",1503606,"Itaituba","PA","Tapajós","NÃO",
1091,-55.812365,-6.104237,"BRA",,"NÃO",1503606,"Itaituba","PA","Tapajós","NÃO",
