"ID","X","Y","SIGLA_PAIS","UC","Garimpo+5k","CD_MUN","NM_MUN","UF","Bacia Hidr","Reg ANAC","CIAD"
889,-63.173872,-8.955308,"BRA","ESTAÇÃO ECOLÓGICA SAMUEL","NÃO",1100809,"Candeias do Jamari","RO","Madeira","NÃO",
2117,-60.623021,-9.47585,"BRA",,"NÃO",5103254,"Colniza","MT","Madeira","NÃO",
711,-61.176473,-12.261902,"BRA",,"NÃO",1100924,"Chupinguaia","RO","Madeira","SIM","RO0022"
684,-65.284848,-10.786447,"BRA",,"NÃO",1100106,"Guajará-Mirim","RO","Madeira","SIM","RO0006"
1106,-60.230877,-5.566145,"BRA",,"NÃO",1303304,"Novo Aripuanã","AM","Madeira","NÃO",
786,-61.388173,-10.610798,"BRA",,"NÃO",5107578,"Rondolândia","MT","Madeira","NÃO",
968,-58.038175,-5.018879,"BRA","FLORESTA NACIONAL DE PAU-ROSA","NÃO",1302900,"Maués","AM","Madeira","NÃO",
2823,-59.796013,-13.634038,"BRA",,"NÃO",5103304,"Comodoro","MT","Madeira","NÃO",
1102,-60.923415,-7.719448,"BRA",,"NÃO",1303304,"Novo Aripuanã","AM","Madeira","NÃO",
1946,-59.925375,-15.699006,"BRA",,"NÃO",5106752,"Pontes e Lacerda","MT","Madeira","SIM","MT0633"
2068,-60.861959,-9.912188,"BRA",,"NÃO",5107578,"Rondolândia","MT","Madeira","NÃO",
2076,-59.715935,-16.255922,"BRA",,"NÃO",5105507,"Vila Bela da Santíssima Trindade","MT","Madeira","SIM","MT0435"
705,-61.806669,-9.29302,"BRA",,"NÃO",1100130,"Machadinho D'Oeste","RO","Madeira","SIM","RO0029"
2672,-60.270235,-13.450639,"BRA",,"NÃO",5103304,"Comodoro","MT","Madeira","SIM","MT0332"
1144,-57.724728,-3.372544,"BRA",,"NÃO",1302900,"Maués","AM","Madeira","NÃO",
2123,-59.648186,-9.143524,"BRA",,"NÃO",5103254,"Colniza","MT","Madeira","NÃO",
708,-66.331311,-9.771308,"BRA",,"NÃO",1100205,"Porto Velho","RO","Madeira","NÃO",
783,-61.399896,-9.735495,"BRA",,"NÃO",5103254,"Colniza","MT","Madeira","NÃO",
2777,-59.91406,-14.120941,"BRA",,"NÃO",5106182,"Nova Lacerda","MT","Madeira","SIM","MT0630"
695,-60.52429,-13.113435,"BRA",,"NÃO",1100064,"Colorado do Oeste","RO","Madeira","NÃO",
2730,-59.660739,-15.119066,"BRA",,"NÃO",5105507,"Vila Bela da Santíssima Trindade","MT","Madeira","NÃO",
2388,-57.440593,-5.083886,"BRA","FLORESTA NACIONAL DO AMANÁ","SIM",1503606,"Itaituba","PA","Madeira","NÃO",
681,-65.347214,-10.39995,"BRA",,"NÃO",1100338,"Nova Mamoré","RO","Madeira","NÃO",
1213,-62.057958,-8.935605,"BRA",,"NÃO",1100130,"Machadinho D'Oeste","RO","Madeira","NÃO",
2383,-57.470206,-4.791265,"BRA","FLORESTA NACIONAL DO AMANÁ","SIM",1503606,"Itaituba","PA","Madeira","NÃO",
965,-58.577059,-5.865913,"BRA","FLORESTA NACIONAL DE URUPADI","NÃO",1302900,"Maués","AM","Madeira","NÃO",
2627,-59.625392,-14.955056,"BRA",,"NÃO",5105507,"Vila Bela da Santíssima Trindade","MT","Madeira","SIM","MT0269"
1206,-61.795257,-13.506713,"BRA",,"NÃO",1101468,"Pimenteiras do Oeste","RO","Madeira","NÃO",
1109,-59.034108,-6.790068,"BRA",,"NÃO",1300144,"Apuí","AM","Madeira","NÃO",
2621,-60.333132,-14.049399,"BRA",,"NÃO",5105507,"Vila Bela da Santíssima Trindade","MT","Madeira","NÃO",
144,-60.152688,-13.315519,"BRA",,"NÃO",5103304,"Comodoro","MT","Madeira","NÃO",
2628,-59.384589,-15.194643,"BRA",,"NÃO",5106752,"Pontes e Lacerda","MT","Madeira","SIM","MT0009"
1223,-60.44304,-12.220717,"BRA",,"NÃO",1100189,"Pimenta Bueno","RO","Madeira","SIM","RO0079"
2842,-60.283904,-13.632093,"BRA",,"NÃO",5103304,"Comodoro","MT","Madeira","SIM","MT0204"
2395,-57.660592,-5.311248,"BRA","FLORESTA NACIONAL DO AMANÁ","SIM",1503606,"Itaituba","PA","Madeira","NÃO",
2369,-57.364795,-5.172174,"BRA","FLORESTA NACIONAL DO AMANÁ","SIM",1503606,"Itaituba","PA","Madeira","NÃO",
1745,-61.050454,-7.987935,"BRA",,"NÃO",1303304,"Novo Aripuanã","AM","Madeira","SIM","AM0031"
1224,-61.993722,-12.558537,"BRA",,"NÃO",1100379,"Alto Alegre dos Parecis","RO","Madeira","SIM","RO0030"
1812,-59.920163,-16.008867,"BRA",,"NÃO",5105507,"Vila Bela da Santíssima Trindade","MT","Madeira","SIM","MT0415"
1573,-59.116353,-10.69503,"BRA",,"NÃO",5101407,"Aripuanã","MT","Madeira","NÃO",
718,-61.240455,-13.00524,"BRA",,"NÃO",1100072,"Corumbiara","RO","Madeira","SIM","RO0015"
2400,-57.533997,-5.275212,"BRA","FLORESTA NACIONAL DO AMANÁ","SIM",1503606,"Itaituba","PA","Madeira","NÃO",
2656,-59.32727,-15.648958,"BRA",,"NÃO",5106752,"Pontes e Lacerda","MT","Madeira","NÃO",
2670,-59.95081,-13.597468,"BRA",,"NÃO",5103304,"Comodoro","MT","Madeira","SIM","MT0416"
706,-60.828632,-13.452468,"BRA",,"NÃO",1101468,"Pimenteiras do Oeste","RO","Madeira","SIM","RO0052"
2072,-60.248008,-15.232732,"BRA",,"NÃO",5105507,"Vila Bela da Santíssima Trindade","MT","Madeira","SIM","MT0656"
2845,-60.096256,-13.882574,"BRA",,"NÃO",5103304,"Comodoro","MT","Madeira","SIM","MT0180"
80,-61.433726,-10.559239,"BRA",,"NÃO",5107578,"Rondolândia","MT","Madeira","SIM","MT0262"
2828,-60.096128,-15.754908,"BRA",,"NÃO",5105507,"Vila Bela da Santíssima Trindade","MT","Madeira","SIM","MT0420"
2625,-59.657385,-13.983765,"BRA",,"NÃO",5103304,"Comodoro","MT","Madeira","SIM","MT0150"
2608,-60.190617,-14.340117,"BRA",,"NÃO",5105507,"Vila Bela da Santíssima Trindade","MT","Madeira","NÃO",
954,-57.968332,-5.844417,"BRA","FLORESTA NACIONAL DO AMANÁ","NÃO",1503754,"Jacareacanga","PA","Madeira","NÃO",
2836,-60.018465,-15.050392,"BRA",,"NÃO",5105507,"Vila Bela da Santíssima Trindade","MT","Madeira","SIM","MT0688"
2366,-57.465462,-5.174696,"BRA","FLORESTA NACIONAL DO AMANÁ","SIM",1503606,"Itaituba","PA","Madeira","NÃO",
1146,-58.903697,-6.605918,"BRA",,"NÃO",1300144,"Apuí","AM","Madeira","NÃO",
2377,-57.621551,-5.179423,"BRA","FLORESTA NACIONAL DO AMANÁ","SIM",1503606,"Itaituba","PA","Madeira","SIM","PA0128"
1938,-59.45027,-14.64165,"BRA",,"NÃO",5103361,"Conquista D'Oeste","MT","Madeira","SIM","MT0438"
2376,-57.550535,-5.110242,"BRA","FLORESTA NACIONAL DO AMANÁ","SIM",1503606,"Itaituba","PA","Madeira","NÃO",
776,-60.730671,-10.12131,"BRA",,"NÃO",5107578,"Rondolândia","MT","Madeira","NÃO",
159,-62.141118,-12.42936,"BRA",,"NÃO",1100015,"Alta Floresta D'Oeste","RO","Madeira","SIM","RO0047"
2831,-60.320287,-13.908513,"BRA",,"NÃO",5103304,"Comodoro","MT","Madeira","SIM","MT0290"
2635,-60.293213,-13.309936,"BRA",,"NÃO",5103304,"Comodoro","MT","Madeira","SIM","MT0433"
1226,-61.081247,-11.640767,"BRA",,"NÃO",1100189,"Pimenta Bueno","RO","Madeira","SIM","RO0083"
26,-56.799991,-3.648782,"BRA",,"NÃO",1501006,"Aveiro","PA","Madeira","NÃO",
1096,-59.306284,-6.832436,"BRA",,"NÃO",1300144,"Apuí","AM","Madeira","SIM","AM0110"
2134,-61.023946,-9.698705,"BRA",,"NÃO",5103254,"Colniza","MT","Madeira","NÃO",
685,-61.035145,-13.475947,"BRA",,"NÃO",1101468,"Pimenteiras do Oeste","RO","Madeira","NÃO",
387,-61.088856,-11.182943,"BRA",,"NÃO",1100049,"Cacoal","RO","Madeira","SIM","RO0036"
1205,-60.974013,-13.035285,"BRA",,"NÃO",1100072,"Corumbiara","RO","Madeira","NÃO",
724,-62.825779,-10.178309,"BRA",,"NÃO",1100601,"Cacaulândia","RO","Madeira","NÃO",
674,-61.77597,-11.65616,"BRA",,"NÃO",1100288,"Rolim de Moura","RO","Madeira","SIM","RO0028"
2120,-61.073841,-9.291324,"BRA",,"NÃO",5103254,"Colniza","MT","Madeira","NÃO",
2373,-57.627391,-5.441718,"BRA","FLORESTA NACIONAL DO AMANÁ","SIM",1503606,"Itaituba","PA","Madeira","NÃO",
2404,-57.498076,-5.184653,"BRA","FLORESTA NACIONAL DO AMANÁ","SIM",1503606,"Itaituba","PA","Madeira","NÃO",
2118,-60.696661,-9.289416,"BRA",,"NÃO",5103254,"Colniza","MT","Madeira","NÃO",
902,-60.426516,-14.253368,"BRA","PARQUE ESTADUAL SERRA RICARDO FRANCO","NÃO",5105507,"Vila Bela da Santíssima Trindade","MT","Madeira","NÃO",
2729,-59.57205,-15.121928,"BRA",,"NÃO",5105507,"Vila Bela da Santíssima Trindade","MT","Madeira","NÃO",
2622,-60.437574,-13.808608,"BRA",,"NÃO",5103304,"Comodoro","MT","Madeira","NÃO",
2643,-59.154781,-15.069463,"BRA",,"NÃO",5106752,"Pontes e Lacerda","MT","Madeira","NÃO",
990,-61.458197,-8.985981,"BRA",,"NÃO",5103254,"Colniza","MT","Madeira","SIM","MT0249"
953,-57.760602,-5.490165,"BRA","FLORESTA NACIONAL DO AMANÁ","NÃO",1503606,"Itaituba","PA","Madeira","NÃO",
2824,-60.318017,-13.424018,"BRA",,"NÃO",5103304,"Comodoro","MT","Madeira","SIM","MT0631"
1208,-60.899843,-12.627886,"BRA",,"NÃO",1100924,"Chupinguaia","RO","Madeira","NÃO",
1153,-59.542832,-5.518765,"BRA",,"NÃO",1300805,"Borba","AM","Madeira","NÃO",
386,-61.22733,-10.724166,"BRA",,"NÃO",5107578,"Rondolândia","MT","Madeira","NÃO",
420,-60.321725,-13.260396,"BRA",,"NÃO",5103304,"Comodoro","MT","Madeira","NÃO",
2393,-57.443414,-5.30955,"BRA","FLORESTA NACIONAL DO AMANÁ","SIM",1503606,"Itaituba","PA","Madeira","NÃO",
2372,-57.65004,-5.385562,"BRA","FLORESTA NACIONAL DO AMANÁ","SIM",1503606,"Itaituba","PA","Madeira","NÃO",
677,-62.387732,-13.095554,"BRA",,"NÃO",1100015,"Alta Floresta D'Oeste","RO","Madeira","SIM","RO0071"
2121,-60.843378,-9.340112,"BRA",,"NÃO",5103254,"Colniza","MT","Madeira","NÃO",
2069,-61.232887,-9.971813,"BRA",,"NÃO",5107578,"Rondolândia","MT","Madeira","SIM","MT0363"
700,-63.008956,-12.128985,"BRA",,"NÃO",1100320,"São Miguel do Guaporé","RO","Madeira","SIM","RO0049"
2352,-57.485391,-4.731029,"BRA","FLORESTA NACIONAL DE PAU-ROSA","SIM",1302900,"Maués","AM","Madeira","NÃO",
2389,-57.316682,-5.052851,"BRA","FLORESTA NACIONAL DO AMANÁ","SIM",1503606,"Itaituba","PA","Madeira","NÃO",
911,-64.157607,-9.940115,"BRA","RESERVA EXTRATIVISTA JACI-PARANÁ","NÃO",1100452,"Buritis","RO","Madeira","NÃO",
417,-59.881414,-14.01397,"BRA",,"NÃO",5103304,"Comodoro","MT","Madeira","SIM","MT0674"
1209,-64.106694,-10.384069,"BRA",,"NÃO",1100700,"Campo Novo de Rondônia","RO","Madeira","NÃO",
419,-60.246721,-13.071999,"BRA",,"NÃO",5103304,"Comodoro","MT","Madeira","SIM","MT0620"
1566,-60.180645,-9.503087,"BRA",,"NÃO",5101407,"Aripuanã","MT","Madeira","NÃO",
719,-61.298579,-12.886023,"BRA",,"NÃO",1100072,"Corumbiara","RO","Madeira","SIM","RO0038"
2837,-60.115702,-15.089966,"BRA",,"NÃO",5105507,"Vila Bela da Santíssima Trindade","MT","Madeira","NÃO",
777,-59.506716,-9.090536,"BRA",,"NÃO",5103254,"Colniza","MT","Madeira","NÃO",
2306,-63.85743,-8.794326,"BRA",,"SIM",1100205,"Porto Velho","RO","Madeira","SIM","RO0002"
1220,-61.250313,-7.908056,"BRA",,"NÃO",1303304,"Novo Aripuanã","AM","Madeira","SIM","AM0045"
2145,-58.702291,-10.226305,"BRA",,"NÃO",5105176,"Juruena","MT","Madeira","SIM","MT0801"
709,-63.854953,-10.206709,"BRA",,"NÃO",1100452,"Buritis","RO","Madeira","SIM","RO0056"
2683,-59.889,-15.974766,"BRA",,"NÃO",5106752,"Pontes e Lacerda","MT","Madeira","SIM","MT0033"
1576,-59.909461,-9.936568,"BRA",,"NÃO",5101407,"Aripuanã","MT","Madeira","NÃO",
82,-61.435434,-10.488043,"BRA",,"NÃO",5107578,"Rondolândia","MT","Madeira","NÃO",
2833,-60.210012,-14.406747,"BRA",,"NÃO",5105507,"Vila Bela da Santíssima Trindade","MT","Madeira","SIM","MT0496"
891,-60.731833,-9.168998,"BRA","RESERVA EXTRATIVISTA GUARIBA-ROOSEVELT","NÃO",5103254,"Colniza","MT","Madeira","NÃO",
1221,-61.370435,-12.913201,"BRA",,"NÃO",1100072,"Corumbiara","RO","Madeira","SIM","RO0027"
2409,-57.544411,-5.156714,"BRA","FLORESTA NACIONAL DO AMANÁ","SIM",1503606,"Itaituba","PA","Madeira","NÃO",
691,-60.202504,-12.719143,"BRA",,"NÃO",1100304,"Vilhena","RO","Madeira","SIM","RO0070"
602,-63.214479,-12.569847,"BRA","RESERVA BIOLÓGICA DO GUAPORÉ","NÃO",1101492,"São Francisco do Guaporé","RO","Madeira","NÃO",
704,-61.277155,-12.087577,"BRA",,"NÃO",1101450,"Parecis","RO","Madeira","SIM","RO0025"
415,-62.82891,-11.146576,"BRA",,"NÃO",1101302,"Mirante da Serra","RO","Madeira","SIM","RO0075"
698,-64.108192,-10.116237,"BRA",,"NÃO",1100452,"Buritis","RO","Madeira","NÃO",
2387,-57.439951,-5.021609,"BRA","FLORESTA NACIONAL DO AMANÁ","SIM",1503606,"Itaituba","PA","Madeira","NÃO",
2641,-59.37935,-15.059651,"BRA",,"NÃO",5106752,"Pontes e Lacerda","MT","Madeira","SIM","MT0445"
2684,-59.63666,-15.78439,"BRA",,"NÃO",5106752,"Pontes e Lacerda","MT","Madeira","SIM","MT0308"
1101,-61.427652,-8.010124,"BRA",,"NÃO",1303304,"Novo Aripuanã","AM","Madeira","NÃO",
960,-58.539808,-5.980236,"BRA","FLORESTA NACIONAL DE URUPADI","NÃO",1302900,"Maués","AM","Madeira","SIM","AM0105"
2610,-60.36848,-15.296151,"BRA",,"NÃO",5105507,"Vila Bela da Santíssima Trindade","MT","Madeira","NÃO",
1228,-63.67741,-9.1759,"BRA",,"NÃO",1100809,"Candeias do Jamari","RO","Madeira","SIM","RO0019"
2615,-60.067772,-16.104829,"BRA",,"NÃO",5105507,"Vila Bela da Santíssima Trindade","MT","Madeira","NÃO",
2825,-60.040394,-15.862043,"BRA",,"NÃO",5105507,"Vila Bela da Santíssima Trindade","MT","Madeira","SIM","MT0419"
2110,-58.880646,-9.25481,"BRA",,"NÃO",5103379,"Cotriguaçu","MT","Madeira","NÃO",
2674,-59.219135,-10.054238,"BRA",,"NÃO",5101407,"Aripuanã","MT","Madeira","NÃO",
682,-64.251605,-12.421257,"BRA",,"NÃO",1100080,"Costa Marques","RO","Madeira","SIM","RO0007"
1105,-60.378058,-7.770662,"BRA",,"NÃO",1300144,"Apuí","AM","Madeira","SIM","AM0090"
2378,-57.594576,-5.065742,"BRA","FLORESTA NACIONAL DO AMANÁ","SIM",1503606,"Itaituba","PA","Madeira","NÃO",
418,-59.819459,-14.134565,"BRA",,"NÃO",5106182,"Nova Lacerda","MT","Madeira","SIM","MT0200"
2790,-60.07206,-13.994215,"BRA",,"NÃO",5103304,"Comodoro","MT","Madeira","NÃO",
2386,-57.361594,-5.011057,"BRA","FLORESTA NACIONAL DO AMANÁ","SIM",1503606,"Itaituba","PA","Madeira","NÃO",
1565,-59.833108,-9.469916,"BRA",,"NÃO",5103254,"Colniza","MT","Madeira","NÃO",
1111,-60.644211,-7.235891,"BRA",,"NÃO",1300144,"Apuí","AM","Madeira","NÃO",
2397,-57.70445,-5.438072,"BRA","FLORESTA NACIONAL DO AMANÁ","SIM",1503606,"Itaituba","PA","Madeira","NÃO",
680,-62.564525,-13.053762,"BRA",,"NÃO",1100015,"Alta Floresta D'Oeste","RO","Madeira","NÃO",
2016,-59.773203,-13.708029,"BRA",,"NÃO",5103304,"Comodoro","MT","Madeira","SIM","MT0518"
582,-57.965095,-5.465621,"BRA","ESTAçãO ECOLóGICA ALTO MAUéS","NÃO",1302900,"Maués","AM","Madeira","NÃO",
2304,-65.061431,-9.483682,"BRA",,"SIM",1100205,"Porto Velho","RO","Madeira","NÃO",
667,-62.006085,-9.403622,"BRA",,"NÃO",1100130,"Machadinho D'Oeste","RO","Madeira","SIM","RO0061"
603,-59.482642,-6.540473,"BRA","PARQUE NACIONAL DO ACARI","NÃO",1300805,"Borba","AM","Madeira","NÃO",
1211,-63.785261,-12.422153,"BRA",,"NÃO",1100080,"Costa Marques","RO","Madeira","NÃO",
392,-61.175704,-8.599463,"BRA",,"SIM",1303304,"Novo Aripuanã","AM","Madeira","NÃO",
2403,-57.418756,-5.24709,"BRA","FLORESTA NACIONAL DO AMANÁ","SIM",1503606,"Itaituba","PA","Madeira","NÃO",
697,-63.0425,-12.040286,"BRA",,"NÃO",1100320,"São Miguel do Guaporé","RO","Madeira","SIM","RO0050"
1094,-60.030113,-7.454567,"BRA",,"NÃO",1300144,"Apuí","AM","Madeira","NÃO",
694,-61.089213,-12.682885,"BRA",,"NÃO",1100924,"Chupinguaia","RO","Madeira","SIM","RO0014"
1575,-60.205954,-9.722983,"BRA",,"NÃO",5101407,"Aripuanã","MT","Madeira","NÃO",
421,-59.648952,-14.340146,"BRA",,"NÃO",5106182,"Nova Lacerda","MT","Madeira","SIM","MT0716"
654,-59.310878,-14.988495,"BRA",,"NÃO",5106752,"Pontes e Lacerda","MT","Madeira","SIM","MT0401"
1099,-61.427534,-8.137759,"BRA",,"NÃO",1303304,"Novo Aripuanã","AM","Madeira","NÃO",
726,-62.517566,-10.423774,"BRA",,"NÃO",1100114,"Jaru","RO","Madeira","SIM","RO0012"
2021,-60.206258,-13.681193,"BRA",,"NÃO",5103304,"Comodoro","MT","Madeira","SIM","MT0693"
1951,-60.013737,-16.111959,"BRA",,"NÃO",5105507,"Vila Bela da Santíssima Trindade","MT","Madeira","SIM","MT0054"
1134,-60.955653,-8.49515,"BRA",,"NÃO",1303304,"Novo Aripuanã","AM","Madeira","SIM","AM0034"
2071,-60.656427,-10.141935,"BRA",,"NÃO",5107578,"Rondolândia","MT","Madeira","NÃO",
720,-61.048848,-12.976946,"BRA",,"NÃO",1100072,"Corumbiara","RO","Madeira","SIM","RO0035"
1156,-59.554163,-5.591364,"BRA",,"NÃO",1300805,"Borba","AM","Madeira","SIM","AM0063"
2398,-57.618524,-5.490119,"BRA","FLORESTA NACIONAL DO AMANÁ","SIM",1503606,"Itaituba","PA","Madeira","NÃO",
2375,-57.553563,-5.346595,"BRA","FLORESTA NACIONAL DO AMANÁ","SIM",1503606,"Itaituba","PA","Madeira","NÃO",
2144,-60.546735,-10.141487,"BRA",,"NÃO",5101407,"Aripuanã","MT","Madeira","SIM","MT0381"
672,-61.451183,-11.494947,"BRA",,"NÃO",1100049,"Cacoal","RO","Madeira","SIM","RO0004"
2364,-57.46539,-5.013113,"BRA","FLORESTA NACIONAL DO AMANÁ","SIM",1503606,"Itaituba","PA","Madeira","NÃO",
2832,-60.176147,-14.461952,"BRA",,"NÃO",5105507,"Vila Bela da Santíssima Trindade","MT","Madeira","SIM","MT0284"
2798,-59.191092,-15.674892,"BRA",,"NÃO",5106752,"Pontes e Lacerda","MT","Madeira","NÃO",
2367,-57.567124,-5.144007,"BRA","FLORESTA NACIONAL DO AMANÁ","SIM",1503606,"Itaituba","PA","Madeira","NÃO",
1570,-59.030454,-10.885284,"BRA",,"NÃO",5105150,"Juína","MT","Madeira","NÃO",
2840,-60.314826,-13.723067,"BRA",,"NÃO",5103304,"Comodoro","MT","Madeira","SIM","MT0309"
527,-61.038687,-10.393339,"BRA",,"NÃO",5107578,"Rondolândia","MT","Madeira","NÃO",
1572,-58.915704,-10.732939,"BRA",,"NÃO",5105150,"Juína","MT","Madeira","NÃO",
707,-65.642548,-9.729893,"BRA",,"NÃO",1100205,"Porto Velho","RO","Madeira","NÃO",
2392,-57.47484,-5.352995,"BRA","FLORESTA NACIONAL DO AMANÁ","SIM",1503606,"Itaituba","PA","Madeira","SIM","PA0098"
2826,-60.14833,-15.914705,"BRA",,"NÃO",5105507,"Vila Bela da Santíssima Trindade","MT","Madeira","NÃO",
1093,-59.79449,-6.832836,"BRA",,"NÃO",1300144,"Apuí","AM","Madeira","NÃO",
2623,-59.492914,-13.92442,"BRA",,"NÃO",5103304,"Comodoro","MT","Madeira","SIM","MT0621"
1131,-61.41519,-8.707404,"BRA",,"NÃO",1303304,"Novo Aripuanã","AM","Madeira","NÃO",
686,-64.343485,-10.218999,"BRA",,"NÃO",1100338,"Nova Mamoré","RO","Madeira","NÃO",
780,-58.924486,-9.899978,"BRA",,"NÃO",5103379,"Cotriguaçu","MT","Madeira","NÃO",
2401,-57.520234,-5.359257,"BRA","FLORESTA NACIONAL DO AMANÁ","SIM",1503606,"Itaituba","PA","Madeira","SIM","PA0089"
2421,-57.468096,-4.780071,"BRA","PARQUE NACIONAL DA AMAZÔNIA","SIM",1503606,"Itaituba","PA","Madeira","NÃO",
381,-59.346571,-14.78825,"BRA",,"NÃO",5103361,"Conquista D'Oeste","MT","Madeira","SIM","MT0102"
1104,-61.179249,-7.796622,"BRA",,"NÃO",1303304,"Novo Aripuanã","AM","Madeira","NÃO",
1939,-59.94492,-15.467373,"BRA",,"NÃO",5105507,"Vila Bela da Santíssima Trindade","MT","Madeira","SIM","MT0610"
701,-61.52211,-12.147244,"BRA",,"NÃO",1101450,"Parecis","RO","Madeira","SIM","RO0065"
2070,-59.457244,-10.188096,"BRA",,"NÃO",5101407,"Aripuanã","MT","Madeira","SIM","MT0303"
666,-62.248916,-12.884709,"BRA",,"NÃO",1100015,"Alta Floresta D'Oeste","RO","Madeira","NÃO",
1940,-59.556585,-14.517338,"BRA",,"NÃO",5103361,"Conquista D'Oeste","MT","Madeira","SIM","MT0318"
729,-63.509706,-12.096181,"BRA",,"NÃO",1101492,"São Francisco do Guaporé","RO","Madeira","SIM","RO0072"
1937,-60.219619,-15.183788,"BRA",,"NÃO",5105507,"Vila Bela da Santíssima Trindade","MT","Madeira","SIM","MT0225"
2108,-60.505539,-9.095326,"BRA",,"NÃO",5103254,"Colniza","MT","Madeira","NÃO",
1956,-59.896688,-16.126175,"BRA",,"NÃO",5105507,"Vila Bela da Santíssima Trindade","MT","Madeira","SIM","MT0063"
715,-63.902297,-8.709157,"BRA",,"NÃO",1100205,"Porto Velho","RO","Madeira","SIM","RO0001"
778,-59.950267,-9.799932,"BRA",,"NÃO",5101407,"Aripuanã","MT","Madeira","NÃO",
1154,-59.602654,-4.406132,"BRA",,"NÃO",1300805,"Borba","AM","Madeira","SIM","AM0018"
2111,-61.192383,-9.099519,"BRA",,"NÃO",5103254,"Colniza","MT","Madeira","NÃO",
2612,-60.109062,-16.158977,"BRA",,"NÃO",5105507,"Vila Bela da Santíssima Trindade","MT","Madeira","NÃO",
1203,-62.012606,-13.327043,"BRA",,"NÃO",1101468,"Pimenteiras do Oeste","RO","Madeira","NÃO",
605,-59.790058,-6.467163,"BRA","PARQUE NACIONAL DO ACARI","NÃO",1300805,"Borba","AM","Madeira","NÃO",
2843,-60.348615,-13.670848,"BRA",,"NÃO",5103304,"Comodoro","MT","Madeira","SIM","MT0681"
2815,-59.087375,-11.64268,"BRA",,"NÃO",5105150,"Juína","MT","Madeira","NÃO",
2405,-57.546429,-5.216124,"BRA","FLORESTA NACIONAL DO AMANÁ","SIM",1503606,"Itaituba","PA","Madeira","NÃO",
2406,-57.518812,-5.160705,"BRA","FLORESTA NACIONAL DO AMANÁ","SIM",1503606,"Itaituba","PA","Madeira","NÃO",
2727,-59.242187,-15.71357,"BRA",,"NÃO",5106752,"Pontes e Lacerda","MT","Madeira","NÃO",
414,-63.966785,-11.597251,"BRA",,"NÃO",1100106,"Guajará-Mirim","RO","Madeira","NÃO",
2368,-57.384584,-5.187221,"BRA","FLORESTA NACIONAL DO AMANÁ","SIM",1503606,"Itaituba","PA","Madeira","NÃO",
2835,-60.124883,-14.447413,"BRA",,"NÃO",5105507,"Vila Bela da Santíssima Trindade","MT","Madeira","SIM","MT0497"
2384,-57.448048,-4.948803,"BRA","FLORESTA NACIONAL DO AMANÁ","SIM",1503606,"Itaituba","PA","Madeira","NÃO",
722,-61.34858,-13.406236,"BRA",,"NÃO",1101468,"Pimenteiras do Oeste","RO","Madeira","SIM","RO0067"
2379,-57.576409,-5.10336,"BRA","FLORESTA NACIONAL DO AMANÁ","SIM",1503606,"Itaituba","PA","Madeira","NÃO",
888,-63.199621,-8.934246,"BRA","ESTAÇÃO ECOLÓGICA SAMUEL","NÃO",1100809,"Candeias do Jamari","RO","Madeira","NÃO",
2642,-59.310925,-15.155619,"BRA",,"NÃO",5106752,"Pontes e Lacerda","MT","Madeira","SIM","MT0052"
2780,-59.988586,-13.925832,"BRA",,"NÃO",5103304,"Comodoro","MT","Madeira","NÃO",
703,-61.474514,-12.714874,"BRA",,"NÃO",1101468,"Pimenteiras do Oeste","RO","Madeira","SIM","RO0051"
1936,-59.887877,-14.70788,"BRA",,"NÃO",5105507,"Vila Bela da Santíssima Trindade","MT","Madeira","SIM","MT0231"
692,-60.839621,-13.183444,"BRA",,"NÃO",1100056,"Cerejeiras","RO","Madeira","NÃO",
690,-60.171582,-12.791465,"BRA",,"NÃO",1100304,"Vilhena","RO","Madeira","SIM","RO0064"
1843,-60.121626,-14.601308,"BRA",,"NÃO",5105507,"Vila Bela da Santíssima Trindade","MT","Madeira","SIM","MT0384"
659,-59.421772,-15.044309,"BRA",,"NÃO",5106752,"Pontes e Lacerda","MT","Madeira","SIM","MT0359"
2827,-59.903907,-15.811069,"BRA",,"NÃO",5106752,"Pontes e Lacerda","MT","Madeira","SIM","MT0487"
2075,-60.216779,-15.223688,"BRA",,"NÃO",5105507,"Vila Bela da Santíssima Trindade","MT","Madeira","SIM","MT0396"
42,-59.512613,-9.509868,"BRA",,"NÃO",5103254,"Colniza","MT","Madeira","NÃO",
2385,-57.426624,-4.895771,"BRA","FLORESTA NACIONAL DO AMANÁ","SIM",1503606,"Itaituba","PA","Madeira","NÃO",
1568,-61.200371,-9.124226,"BRA",,"NÃO",5103254,"Colniza","MT","Madeira","NÃO",
1108,-59.627649,-7.086295,"BRA",,"NÃO",1300144,"Apuí","AM","Madeira","NÃO",
2210,-59.779684,-14.519777,"BRA",,"SIM",5106182,"Nova Lacerda","MT","Madeira","SIM","MT0406"
2432,-58.083979,-5.670584,"BRA","FLORESTA NACIONAL DE URUPADI","SIM",1302900,"Maués","AM","Madeira","NÃO",
963,-58.555773,-6.050243,"BRA","FLORESTA NACIONAL DE URUPADI","NÃO",1302900,"Maués","AM","Madeira","NÃO",
2381,-57.52801,-5.045694,"BRA","FLORESTA NACIONAL DO AMANÁ","SIM",1503606,"Itaituba","PA","Madeira","NÃO",
1100,-61.562778,-7.90885,"BRA",,"NÃO",1302702,"Manicoré","AM","Madeira","SIM","AM0089"
