ID,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,REGIAO5,REGIAO8,NOMESC,ENDESC,NUMESC,COMPLEND,ENDERECO,BAIESC,CODCEP,FONE1,FONE2,EMAIL,ED_DIRETOR,DIRETORIA,DRE,ED_ZONA,ZONA,CODESC,CODESCMEC,COD_EOL,ED_DEPADM,DEPADM,ED_TIPO,TIPO,ED_CATEG,CATEG,ALCRECHE,ALPRE,ALEE,AL9INI,AL9FIN,ALEM,ALPROF,ALEJAFUND,ALEJAEM,AL_TOTAL,CLCRECHE,CLPRE,CLEE,CL9INI,CL9FIN,CLEM,CLPROF,CLEJAFUND,CLEJAEM,CL_TOTAL,x,y
1,355030840000008,3550308005109,40,JAGUARA,08,LAPA,Oeste,Oeste,AYRES DE MOURA PROFESSOR,RUA ARTUR ORLANDO,907,RUA,RUA ARTUR ORLANDO,VILA JAGUARA,05118000,36251934,-,,10101,Norte 1,,1,URBANA,,35000012,,2,ESTADUAL-SE,201,EE,1,ESCOLAS AUTONOMAS,0,0,0,0,549,0,0,0,0,549,0,0,0,0,16,0,0,0,0,16,-46.74948228283214,-23.512635936030613
2,355030861000021,3550308005243,61,PERUS,01,PERUS,Norte,Norte 2,GAVIAO PEIXOTO BRIGADEIRO,MOGEIRO,710,RUA,MOGEIRO,VILA PERUS,05208230,39156810,,-,10101,Norte 1,,1,URBANA,,35000024,,2,ESTADUAL-SE,201,EE,1,ESCOLAS AUTONOMAS,0,0,0,443,525,1014,0,0,284,2266,0,0,0,16,17,27,0,0,6,66,-46.75927132406839,-23.404814707303522
3,355030829000161,3550308005119,29,FREGUESIA DO O,03,FREGUESIA-BRASILANDIA,Norte,Norte 2,JOAO SOLIMEO,DO SABAO,1497,ESTRADA,DO SABAO,JARDIM MARISTELA,02806000,39228491,,,10101,Norte 1,-,1,URBANA,,35000036,,2,ESTADUAL-SE,201,EE,1,ESCOLAS AUTONOMAS,0,0,0,0,940,1176,0,0,0,2116,0,0,0,0,28,31,0,0,0,59,-46.698409031587516,-23.469274494520683
4,355030811000058,3550308005189,11,BRASILANDIA,03,FREGUESIA-BRASILANDIA,Norte,Norte 2,WALFREDO ARANTES CALDAS PROFESSOR,DEPUTADO CANTIDIO SAMPAIO,1701,,DEPUTADO CANTIDIO SAMPAIO,VILA SOUZA,02860001,38513005,,,10101,Norte 1,,1,URBANA,,35000048,,2,ESTADUAL-SE,201,EE,1,ESCOLAS AUTONOMAS,0,0,0,0,0,1082,0,0,0,1082,0,0,0,0,0,31,0,0,0,31,-46.679440596720724,-23.463716708663473
5,355030803000008,3550308005307,3,ANHANGUERA,01,PERUS,Norte,Norte 2,SEBASTIAO DE OLIVEIRA GUSMAO PROFESSOR,RUA FRANCISCO GIRON,SN,ESTRADA,RUA FRANCISCO GIRON,MORRO DOCE,05267000,39111913,,,10101,Norte 1,,1,URBANA,,35000059,,2,ESTADUAL-SE,201,EE,1,ESCOLAS AUTONOMAS,0,0,0,0,0,1258,0,0,0,1258,0,0,0,0,0,32,0,0,0,32,-46.79220443842876,-23.437890549772536
6,355030861000010,3550308005243,61,PERUS,01,PERUS,Norte,Norte 2,SUZANA DE CAMPOS DONA,ANTONIO MAIA,691,RUA,ANTONIO MAIA,VILA PERUS,05204110,39156049,,,10101,Norte 1,,1,URBANA,-,35000061,,2,ESTADUAL-SE,201,EE,1,ESCOLAS AUTONOMAS,0,0,0,901,0,0,0,0,0,901,0,0,0,30,0,0,0,0,0,30,-46.755249187769564,-23.407069895495745
7,355030811000107,3550308005121,11,BRASILANDIA,03,FREGUESIA-BRASILANDIA,Norte,Norte 2,JULIO DE FARIA E SOUZA PROFESSOR,POMPEU PEQUENO DE SOUZA BRASIL,89,RUA,POMPEU PEQUENO DE SOUZA BRASIL,VILA FRANCOS,02881100,39836541,,,10101,Norte 1,,1,URBANA,,35000073,-,2,ESTADUAL-SE,201,EE,1,ESCOLAS AUTONOMAS,0,0,0,406,0,0,0,0,0,406,0,0,0,17,0,0,0,0,0,17,-46.67459550101169,-23.46741595103513
8,355030863000087,3550308005113,63,PIRITUBA,02,PIRITUBA-JARAGUA,Norte,Norte 2,JULIO CESAR DE OLIVEIRA PROFESSOR,ALBERTO VEIGA,99,RUA,ALBERTO VEIGA,VILA PIRITUBA,05172270,39016776,,,10101,Norte 1,,1,URBANA,,35000085,,2,ESTADUAL-SE,201,EE,1,ESCOLAS AUTONOMAS,0,0,0,591,0,0,0,0,0,591,0,0,0,21,0,0,0,0,0,21,-46.74616216709094,-23.48155466984359
9,355030811000218,3550308005122,11,BRASILANDIA,03,FREGUESIA-BRASILANDIA,Norte,Norte 2,RENATO DE ARRUDA PENTEADO PROFESSOR,FLORIANO DA COSTA BARROSO,10,RUA,FLORIANO DA COSTA BARROSO,JARDIM CAROMBE,02855220,39213350,,,10101,Norte 1,,1,URBANA,,35000097,,2,ESTADUAL-SE,201,EE,1,ESCOLAS AUTONOMAS,0,0,0,0,0,886,0,0,190,1076,0,0,0,0,0,23,0,0,4,27,-46.7019675613733,-23.458236187656652
10,355030811000302,3550308005121,11,BRASILANDIA,03,FREGUESIA-BRASILANDIA,Norte,Norte 2,JOAO BOEMER JARDIM PROFESSOR,CRISTOVAO SANTIAGO,50,RUA,CRISTOVAO SANTIAGO,JARDIM ONDINA,02871040,39836988,,,10101,Norte 1,,1,URBANA,,35000103,,2,ESTADUAL-SE,201,EE,1,ESCOLAS AUTONOMAS,0,0,0,959,0,0,0,0,0,959,0,0,0,32,0,0,0,0,0,32,-46.674059475334644,-23.46121392468825
11,355030842000067,3550308005188,42,JARAGUA,02,PIRITUBA-JARAGUA,Norte,Norte 2,FRANCISCO FARIA NETO PROFESSOR,SILVERIO DE CASTRO SOUSA,102,RUA,SILVERIO DE CASTRO SOUSA,JARDIM SYDNEY,02982000,39721060,,,10101,Norte 1,,1,URBANA,,35000115,,2,ESTADUAL-SE,201,EE,1,ESCOLAS AUTONOMAS,0,0,0,845,0,0,0,0,0,845,0,0,0,28,0,0,0,0,0,28,-46.71642691893522,-23.45094920721701
12,355030840000008,3550308005109,40,JAGUARA,08,LAPA,Oeste,Oeste,JOSE ALTENFELDER SILVA PROFESSOR,CARLOS ALBERTO VANZOLINI,397,RUA,CARLOS ALBERTO VANZOLINI,VILA DOS REMEDIOS,05103060,36212670,,,10101,Norte 1,,1,URBANA,,35000127,,2,ESTADUAL-SE,201,EE,1,ESCOLAS AUTONOMAS,0,0,0,713,0,0,0,0,0,713,0,0,0,24,0,0,0,0,0,24,-46.75153671310336,-23.51397980058088
13,355030863000043,3550308005112,63,PIRITUBA,02,PIRITUBA-JARAGUA,Norte,Norte 2,MARIANO DE OLIVEIRA PROFESSOR,RUA ALMIRANTE ISAIAS DE NORONHA,13,RUA,RUA ALMIRANTE ISAIAS DE NORONHA,VILA PEREIRA BARRETO,02919100,39918399,,,10101,Norte 1,,1,URBANA,,35000139,,2,ESTADUAL-SE,201,EE,1,ESCOLAS AUTONOMAS,0,0,0,0,349,1129,0,0,274,1752,0,0,0,0,12,29,0,0,6,47,-46.71562983624657,-23.491432160944175
14,355030863000104,3550308005112,63,PIRITUBA,02,PIRITUBA-JARAGUA,Norte,Norte 2,SILVIO XAVIER ANTUNES PROFESSOR,JOSE DA SILVA MARTHA,150,RUA,JOSE DA SILVA MARTHA,PIQUERI,02913100,39912921,,,10101,Norte 1,,1,URBANA,,35000140,,2,ESTADUAL-SE,201,EE,1,ESCOLAS AUTONOMAS,0,0,0,0,176,250,0,0,0,426,0,0,0,0,8,8,0,0,0,16,-46.71291206611117,-23.501699111390277
15,355030895000010,3550308005110,95,SAO DOMINGOS,02,PIRITUBA-JARAGUA,Norte,Norte 2,OCTAVIO MONTEIRO DE CASTRO PROFESSOR,ITAQUIRAI,01,PRACA,ITAQUIRAI,VILA MANGALOT,05132110,38315833,,,10101,Norte 1,,1,URBANA,,35000152,,2,ESTADUAL-SE,201,EE,1,ESCOLAS AUTONOMAS,0,0,0,266,0,0,0,0,0,266,0,0,0,11,0,0,0,0,0,11,-46.744593214992335,-23.504784915082688
16,355030840000008,3550308005109,40,JAGUARA,08,LAPA,Oeste,Oeste,PIO TELLES PEIXOTO PROFESSOR,ARTUR ORLANDO,985,RUA,ARTUR ORLANDO,VILA JAGUARA,05118000,36225997,,,10101,Norte 1,,1,URBANA,,35000164,,2,ESTADUAL-SE,201,EE,1,ESCOLAS AUTONOMAS,0,0,0,0,241,336,0,0,119,696,0,0,0,0,9,10,0,0,3,22,-46.74847926921068,-23.511111932123217
17,355030895000051,3550308005111,95,SAO DOMINGOS,02,PIRITUBA-JARAGUA,Norte,Norte 2,ZENAIDE VILALVA DE ARAUJO PROFESSORA,BELO JARDIM,674,RUA,BELO JARDIM,JARDIM MUTINGA,05159200,39040216,,,10101,Norte 1,,1,URBANA,,35000176,,2,ESTADUAL-SE,201,EE,1,ESCOLAS AUTONOMAS,0,0,0,0,378,373,0,0,0,751,0,0,0,0,11,11,0,0,0,22,-46.74949832456575,-23.488175690472488
18,355030840000015,3550308005109,40,JAGUARA,08,LAPA,Oeste,Oeste,ANTONIO CANDIDO CORREA GUIMARAES FILHO PROFESSOR,MUTINGA,5071,AVENIDA,MUTINGA,JARDIM SANTO ELIAS,05110000,36214575,,,10101,Norte 1,,1,URBANA,,35000188,,2,ESTADUAL-SE,201,EE,1,ESCOLAS AUTONOMAS,0,0,0,0,443,485,0,0,0,928,0,0,0,0,13,12,0,0,0,25,-46.75807892090883,-23.50474376745724
19,355030863000238,3550308005113,63,PIRITUBA,02,PIRITUBA-JARAGUA,Norte,Norte 2,AGENOR COUTO DE MAGALHAES DOUTOR,GUILHERME MANKEL,99,AVENIDA,GUILHERME MANKEL,VILA CLARICE,05176000,39013235,,,10101,Norte 1,,1,URBANA,,35000197,,2,ESTADUAL-SE,201,EE,1,ESCOLAS AUTONOMAS,0,0,0,0,225,431,0,0,305,961,0,0,0,0,8,13,0,0,8,29,-46.746783703745166,-23.471309179823283
20,355030863000050,3550308005114,63,PIRITUBA,02,PIRITUBA-JARAGUA,Norte,Norte 2,ALIPIO DE BARROS PROFESSOR,AVENIDA COMENDADOR FEIZ ZARZUR,SN,AVENIDA,AVENIDA COMENDADOR FEIZ ZARZUR,JARDIM CIDADE PIRITUBA,02942000,39727243,,,10101,Norte 1,,1,URBANA,,35000206,,2,ESTADUAL-SE,201,EE,1,ESCOLAS AUTONOMAS,0,0,0,616,0,0,0,0,0,616,0,0,0,22,0,0,0,0,0,22,-46.71891491455824,-23.47982187785314
21,355030895000003,3550308005110,95,SAO DOMINGOS,02,PIRITUBA-JARAGUA,Norte,Norte 2,ANTONIO FRANCISCO REDONDO PROFESSOR,EVANDRO DANTON FERREIRA GANDRA,148,RUA,EVANDRO DANTON FERREIRA GANDRA,VILA MANGALOT,05131100,39045011,,,10101,Norte 1,,1,URBANA,,35000218,,2,ESTADUAL-SE,201,EE,1,ESCOLAS AUTONOMAS,0,0,0,0,0,944,0,0,0,944,0,0,0,0,0,27,0,0,0,27,-46.74332908051386,-23.49721735426772
22,355030863000002,3550308005113,63,PIRITUBA,02,PIRITUBA-JARAGUA,Norte,Norte 2,CANDIDO GONCALVES GOMIDE PROFESSOR,AVELINO ZANETTI,50,RUA,AVELINO ZANETTI,JARDIM CIDADE PIRITUBA,02945100,39716978,,,10101,Norte 1,,1,URBANA,,35000224,,2,ESTADUAL-SE,201,EE,1,ESCOLAS AUTONOMAS,0,0,0,0,466,979,0,0,176,1621,0,0,0,0,14,25,0,0,4,43,-46.72623114587535,-23.483245901846086
23,355030811000007,3550308005123,11,BRASILANDIA,03,FREGUESIA-BRASILANDIA,Norte,Norte 2,CHIQUINHA RODRIGUES,CAIAPE,SN,RUA,CAIAPE,VILA PENTEADO,02867000,38510101,,,10101,Norte 1,,1,URBANA,,35000231,,2,ESTADUAL-SE,201,EE,1,ESCOLAS AUTONOMAS,0,0,0,946,0,0,0,0,0,946,0,0,0,33,0,0,0,0,0,33,-46.68365317906537,-23.47030608410409
24,355030842000022,3550308005185,42,JARAGUA,02,PIRITUBA-JARAGUA,Norte,Norte 2,ISABEL VIEIRA DE SERPA E PAIVA PROFESSORA,JERIMANDUBA,561,AVENIDA,JERIMANDUBA,JARAGUA,05181000,39437468,,,10101,Norte 1,,1,URBANA,,35000243,,2,ESTADUAL-SE,201,EE,1,ESCOLAS AUTONOMAS,0,0,0,456,0,0,0,0,0,456,0,0,0,16,0,0,0,0,0,16,-46.74607605747258,-23.45515068796691
25,355030829000138,3550308005119,29,FREGUESIA DO O,03,FREGUESIA-BRASILANDIA,Norte,Norte 2,CLODOMIRO CARNEIRO,MANOEL DE SOUZA AZEVEDO,364,RUA,MANOEL DE SOUZA AZEVEDO,SITIO MORRO GRANDE,02809040,39714181,,,10101,Norte 1,,1,URBANA,,35000255,,2,ESTADUAL-SE,201,EE,1,ESCOLAS AUTONOMAS,0,0,0,0,217,170,0,0,0,387,0,0,0,0,8,5,0,0,0,13,-46.70306175388792,-23.471651887284278
26,355030863000033,3550308005310,63,PIRITUBA,02,PIRITUBA-JARAGUA,Norte,Norte 2,ERMANO MARCHETTI,PEDRO MARIGLIANI,192,RUA,PEDRO MARIGLIANI,CHACARA INGLESA,05141010,39016989,,,10101,Norte 1,,1,URBANA,,35000267,,2,ESTADUAL-SE,201,EE,1,ESCOLAS AUTONOMAS,0,0,0,0,408,885,0,0,0,1293,0,0,0,0,13,23,0,0,0,36,-46.72939677448004,-23.49333033321901
27,355030829000161,3550308005119,29,FREGUESIA DO O,03,FREGUESIA-BRASILANDIA,Norte,Norte 2,GALDINO LOPES CHAGAS PROFESSOR,SABAO,1547,ESTRADA,SABAO,JARDIM MARISTELA,02806000,39214128,,,10101,Norte 1,,1,URBANA,,35000279,,2,ESTADUAL-SE,201,EE,1,ESCOLAS AUTONOMAS,0,0,0,985,0,0,0,0,0,985,0,0,0,36,0,0,0,0,0,36,-46.69787364629226,-23.46901362762986
28,355030842000177,3550308005188,42,JARAGUA,02,PIRITUBA-JARAGUA,Norte,Norte 2,HUMBERTO DE SOUZA MELLO GENERAL,AVENIDA DEPUTADO CANTIDIO SAMPAIO,6803,AVENIDA,AVENIDA DEPUTADO CANTIDIO SAMPAIO,PARADA DE TAIPAS,02860001,39411722,,,10101,Norte 1,,1,URBANA,,35000280,,2,ESTADUAL-SE,201,EE,1,ESCOLAS AUTONOMAS,0,0,0,0,944,1103,0,0,0,2047,0,0,0,0,27,27,0,0,0,54,-46.71481806394363,-23.436062738969515
29,355030811000176,3550308005190,11,BRASILANDIA,03,FREGUESIA-BRASILANDIA,Norte,Norte 2,DALILA DE ANDRADE COSTA PROFESSORA,ARROIO DO MEIO,SN,RUA,ARROIO DO MEIO,JARDIM VISTA ALEGRE,02878120,39837456,,,10101,Norte 1,,1,URBANA,,35000292,,2,ESTADUAL-SE,201,EE,1,ESCOLAS AUTONOMAS,0,0,0,510,0,0,0,0,0,510,0,0,0,20,0,0,0,0,0,20,-46.68522270183463,-23.45290849721706
30,355030821000062,3550308005030,21,CASA VERDE,04,CASA VERDE-CACHOEIRINHA,Norte,Norte 2,BENEDITO TOLOSA PROFESSOR,PRACA DIRCEU DE LIMA,617,PRACA,PRACA DIRCEU DE LIMA,CASA VERDE,02515050,38572549,,,10102,Centro,,1,URBANA,,35000309,,2,ESTADUAL-SE,201,EE,1,ESCOLAS AUTONOMAS,0,0,0,23,196,215,0,0,0,434,0,0,0,1,7,6,0,0,0,14,-46.6581013537726,-23.510337698078615
31,355030821000009,3550308005062,21,CASA VERDE,04,CASA VERDE-CACHOEIRINHA,Norte,Norte 2,ARY BARROSO,RUA SANTA EUDOXIA,630,RUA,RUA SANTA EUDOXIA,PARQUE PERUCHE,02533010,39511122,,,10102,Centro,,1,URBANA,,35000310,,2,ESTADUAL-SE,201,EE,1,ESCOLAS AUTONOMAS,0,0,0,475,0,0,0,0,0,475,0,0,0,20,0,0,0,0,0,20,-46.65513720935588,-23.497695513450388
32,355030821000015,3550308005062,21,CASA VERDE,04,CASA VERDE-CACHOEIRINHA,Norte,Norte 2,PEDRO MONTEIRO DO AMARAL CAPITAO,RUA NURSIA,412,RUA,RUA NURSIA,JARDIM SAO BENTO,02524020,39511900,,,10102,Centro,,1,URBANA,,35000322,,2,ESTADUAL-SE,201,EE,1,ESCOLAS AUTONOMAS,0,0,0,0,327,347,62,0,0,674,0,0,0,0,10,11,2,0,0,21,-46.65023385961552,-23.502099732790374
33,355030821000126,3550308005030,21,CASA VERDE,04,CASA VERDE-CACHOEIRINHA,Norte,Norte 2,MANUEL DA NOBREGA PADRE,RUA SANTA PRISCA,122,RUA,RUA SANTA PRISCA,JARDIM LARANJEIRAS,02518010,39653760,,,10102,Centro,,1,URBANA,,35000334,,2,ESTADUAL-SE,201,EE,1,ESCOLAS AUTONOMAS,0,0,0,0,466,568,31,0,0,1034,0,0,0,0,13,15,1,0,0,28,-46.663290474511996,-23.509338245368752
34,355030829000022,3550308005116,29,FREGUESIA DO O,03,FREGUESIA-BRASILANDIA,Norte,Norte 2,MANOEL DA NOBREGA PADRE,ITABERABA,145,AVENIDA,ITABERABA,NOSSA SENHORA DO O,02734000,39329108,,,10101,Norte 1,,1,URBANA,,35000346,,2,ESTADUAL-SE,201,EE,1,ESCOLAS AUTONOMAS,0,0,0,657,0,0,0,0,0,657,0,0,0,22,0,0,0,0,0,22,-46.698358416653555,-23.49999902795224
35,355030850000126,3550308005060,50,LIMAO,04,CASA VERDE-CACHOEIRINHA,Norte,Norte 2,MATILDE MACEDO SOARES,JOSE SORIANO DE SOUSA,30,,JOSE SORIANO DE SOUSA,CASA VERDE ALTA,02555050,39511907,,,10102,Centro,,1,URBANA,,35000358,,2,ESTADUAL-SE,201,EE,1,ESCOLAS AUTONOMAS,0,0,0,288,291,0,0,0,0,579,0,0,0,11,9,0,0,0,0,20,-46.667501607825265,-23.49494665677467
36,355030829000001,3550308005117,29,FREGUESIA DO O,03,FREGUESIA-BRASILANDIA,Norte,Norte 2,PASQUALE PECCICACCO,NAZARIO PAGANO,225,RUA,NAZARIO PAGANO,JARDIM MONJOLO,02961030,39922929,,,10101,Norte 1,,1,URBANA,,35000361,,2,ESTADUAL-SE,201,EE,1,ESCOLAS AUTONOMAS,0,0,0,614,0,0,0,0,0,614,0,0,0,22,0,0,0,0,0,22,-46.697396703198784,-23.492379386333845
37,355030813000031,3550308005124,13,CACHOEIRINHA,04,CASA VERDE-CACHOEIRINHA,Norte,Norte 2,ANTONIO JOSE LEITE PROF,DEZ DE MAIO,271,RUA,DEZ DE MAIO,VILA AMELIA,02615100,22583977,,,10104,Norte 2,,1,URBANA,,35000371,,2,ESTADUAL-SE,201,EE,1,ESCOLAS AUTONOMAS,0,0,0,0,360,1251,0,0,0,1611,0,0,0,0,11,35,0,0,0,46,-46.65527703831063,-23.470268173195024
38,355030850000071,3550308005061,50,LIMAO,04,CASA VERDE-CACHOEIRINHA,Norte,Norte 2,ANTOINE DE SAINT EXUPERY,RUA ANTONIO RIBEIRO DE MORAIS,184,RUA,RUA ANTONIO RIBEIRO DE MORAIS,VILA CARBONE,02751000,39362444,,,10102,Centro,,1,URBANA,,35000383,,2,ESTADUAL-SE,201,EE,1,ESCOLAS AUTONOMAS,0,0,0,0,557,601,0,0,0,1158,0,0,0,0,16,16,0,0,0,32,-46.68339241987407,-23.491021505993388
39,355030829000035,3550308005117,29,FREGUESIA DO O,03,FREGUESIA-BRASILANDIA,Norte,Norte 2,JOAQUIM LUIZ DE BRITO PROFESSOR,RUA SANTA LUCIA FILIPPINI,65,RUA,RUA SANTA LUCIA FILIPPINI,ITABERABA,02737100,39752467,,,10101,Norte 1,,1,URBANA,,35000395,,2,ESTADUAL-SE,201,EE,1,ESCOLAS AUTONOMAS,0,0,0,0,270,512,0,0,208,990,0,0,0,0,10,13,0,0,5,28,-46.692276718444816,-23.487693990771557
40,355030829000029,3550308005116,29,FREGUESIA DO O,03,FREGUESIA-BRASILANDIA,Norte,Norte 2,MARQUES DE TAMANDARE ALMIRANTE,JACARECOPAIBA,33,RUA,JACARECOPAIBA,VILA MARINA,02965170,39913701,,,10101,Norte 1,,1,URBANA,,35000401,,2,ESTADUAL-SE,201,EE,1,ESCOLAS AUTONOMAS,0,0,0,0,456,762,0,0,0,1218,0,0,0,0,14,21,0,0,0,35,-46.70127744268571,-23.48341980260828
41,355030863000202,3550308005115,63,PIRITUBA,02,PIRITUBA-JARAGUA,Norte,Norte 2,JOAQUIM SILVADO DOUTOR,RUA MONSENHOR MANOEL GOMES,306,RUA,RUA MONSENHOR MANOEL GOMES,VILA ZAT,02975120,39922729,,,10101,Norte 1,,1,URBANA,,35000413,,2,ESTADUAL-SE,201,EE,1,ESCOLAS AUTONOMAS,0,0,0,0,293,184,0,0,0,477,0,0,0,0,8,6,0,0,0,14,-46.710085841063524,-23.479944904109626
42,355030813000037,3550308005124,13,CACHOEIRINHA,04,CASA VERDE-CACHOEIRINHA,Norte,Norte 2,REPUBLICA DO CHILE,MARACAIA,204,RUA,MARACAIA,VILA NOVA CACHOEIRINHA,02612020,38514854,,,10104,Norte 2,,1,URBANA,,35000425,,2,ESTADUAL-SE,201,EE,1,ESCOLAS AUTONOMAS,0,0,0,772,0,0,0,0,0,772,0,0,0,24,0,0,0,0,0,24,-46.663448610211795,-23.470082659977635
43,355030850000027,3550308005061,50,LIMAO,04,CASA VERDE-CACHOEIRINHA,Norte,Norte 2,ANGELINA MADUREIRA PROFESSORA,RUA VICENTE FERREIRA LEITE,489,RUA,RUA VICENTE FERREIRA LEITE,VILA SIQUEIRA,02723000,39362962,,,10102,Centro,,1,URBANA,,35000437,,2,ESTADUAL-SE,201,EE,1,ESCOLAS AUTONOMAS,0,0,0,636,0,0,0,0,0,636,0,0,0,23,0,0,0,0,0,23,-46.68063558536487,-23.498274777274116
44,355030850000090,3550308005061,50,LIMAO,04,CASA VERDE-CACHOEIRINHA,Norte,Norte 2,TAUNAY VISCONDE DE,AVENIDA CELESTINO BOURROUL,304,AVENIDA,AVENIDA CELESTINO BOURROUL,LIMAO,02710000,39650826,,,10102,Centro,,1,URBANA,,35000449,,2,ESTADUAL-SE,201,EE,1,ESCOLAS AUTONOMAS,0,0,0,448,0,0,0,0,0,448,0,0,0,17,0,0,0,0,0,17,-46.67307963718678,-23.510936151101635
45,355030829000025,3550308005116,29,FREGUESIA DO O,03,FREGUESIA-BRASILANDIA,Norte,Norte 2,AUGUSTO RIBEIRO DE CARVALHO PROFESSOR,RUA PROFESSOR JOAO MACHADO,511,RUA,RUA PROFESSOR JOAO MACHADO,NOSSA SENHORA DO O,02927000,39781790,,,10101,Norte 1,,1,URBANA,,35000450,,2,ESTADUAL-SE,201,EE,1,ESCOLAS AUTONOMAS,0,0,0,0,491,729,0,0,195,1415,0,0,0,0,15,22,0,0,5,42,-46.70333284559152,-23.497788003923965
46,355030821000128,3550308005062,21,CASA VERDE,04,CASA VERDE-CACHOEIRINHA,Norte,Norte 2,AUGUSTO MEIRELLES REIS FILHO PROFESSOR,RUA PADRE JOAO GUALBERTO,311,RUA,RUA PADRE JOAO GUALBERTO,IMIRIM,02537000,22392001,,,10102,Centro,,1,URBANA,,35000462,,2,ESTADUAL-SE,201,EE,1,ESCOLAS AUTONOMAS,0,0,0,0,273,221,0,0,42,536,0,0,0,0,9,7,0,0,1,17,-46.65152080497179,-23.491901906276546
47,355030829000051,3550308005116,29,FREGUESIA DO O,03,FREGUESIA-BRASILANDIA,Norte,Norte 2,MATHIAS AIRES,MOINHO VELHO,355,RUA,MOINHO VELHO,MOINHO VELHO,02929000,39751477,,,10101,Norte 1,,1,URBANA,,35000474,,2,ESTADUAL-SE,201,EE,1,ESCOLAS AUTONOMAS,0,0,0,425,0,0,0,0,0,425,0,0,0,16,0,0,0,0,0,16,-46.707977872111066,-23.494172974159362
48,355030821000065,3550308005030,21,CASA VERDE,04,CASA VERDE-CACHOEIRINHA,Norte,Norte 2,ALBERT EINSTEIN ETEC,NOVA GRANADA,35,RUA,NOVA GRANADA,VILA BARUEL,02522050,39660503,,,11000,,,1,URBANA,,35000486,,2,ESTADUAL-OUT,251,ETEC,1,ESCOLAS AUTONOMAS,0,0,0,0,0,1112,1322,0,0,1665,0,0,0,0,0,30,39,0,0,48,-46.658552359053736,-23.505657793909414
49,355030850000007,3550308005061,50,LIMAO,04,CASA VERDE-CACHOEIRINHA,Norte,Norte 2,LUIZ GONZAGA RIGHINI PROFESSOR,AVENIDA DEPUTADO EMILIO CARLOS,900,AVENIDA,AVENIDA DEPUTADO EMILIO CARLOS,LIMAO,02720100,38573060,,,10102,Centro,,1,URBANA,,35000498,,2,ESTADUAL-SE,201,EE,1,ESCOLAS AUTONOMAS,0,0,0,0,252,469,35,0,0,721,0,0,0,0,9,14,1,0,0,23,-46.67561280845433,-23.49777263744251
50,355030850000036,3550308005061,50,LIMAO,04,CASA VERDE-CACHOEIRINHA,Norte,Norte 2,MARIO TEIXEIRA MARIANO PROFESSOR,RUA DOM ANTONIO DE ALMEIDA LUSTOSA,94,RUA,RUA DOM ANTONIO DE ALMEIDA LUSTOSA,JARDIM PRIMAVERA ZONA NORTE,02756030,39361622,,,10102,Centro,,1,URBANA,,35000504,,2,ESTADUAL-SE,201,EE,1,ESCOLAS AUTONOMAS,0,0,0,838,0,0,0,0,0,838,0,0,0,30,0,0,0,0,0,30,-46.677603586266855,-23.484984021295816
51,355030821000038,3550308005030,21,CASA VERDE,04,CASA VERDE-CACHOEIRINHA,Norte,Norte 2,JOSE CARLOS DIAS PROFESSOR,RUA VICHY,488,RUA,RUA VICHY,VILA BARUEL,02522100,39667028,,,10102,Centro,,1,URBANA,,35000516,,2,ESTADUAL-SE,201,EE,1,ESCOLAS AUTONOMAS,0,0,0,509,0,0,0,0,0,509,0,0,0,18,0,0,0,0,0,18,-46.659989613630984,-23.50408184175823
52,355030821000044,3550308005062,21,CASA VERDE,04,CASA VERDE-CACHOEIRINHA,Norte,Norte 2,COLOMBO DE ALMEIDA PROFESSOR,RUA GRACIANO ALTIERI,114,RUA,RUA GRACIANO ALTIERI,CASA VERDE ALTA,02545060,39615650,,,10102,Centro,,1,URBANA,,35000528,,2,ESTADUAL-SE,201,EE,1,ESCOLAS AUTONOMAS,0,0,0,0,318,568,0,0,0,886,0,0,0,0,10,15,0,0,0,25,-46.660243075091024,-23.49391894434901
53,355030850000098,3550308005061,50,LIMAO,04,CASA VERDE-CACHOEIRINHA,Norte,Norte 2,TARCISIO ALVARES LOBO,RUA ESTELA BORGES MORATO,500,RUA,RUA ESTELA BORGES MORATO,VILA SIQUEIRA,02722000,39312932,,,10102,Centro,,1,URBANA,,35000536,,2,ESTADUAL-SE,201,EE,1,ESCOLAS AUTONOMAS,0,0,0,0,401,599,40,0,232,1232,0,0,0,0,12,18,1,0,6,36,-46.68066564958712,-23.50286192820626
54,355030813000144,3550308005124,13,CACHOEIRINHA,04,CASA VERDE-CACHOEIRINHA,Norte,Norte 2,JOAQUIM NABUCO,RUA JOAQUIM AFONSO DE SOUZA,355,RUA,RUA JOAQUIM AFONSO DE SOUZA,VILA CELESTE,02543000,22561244,,,10102,Centro,,1,URBANA,,35000541,,2,ESTADUAL-SE,201,EE,1,ESCOLAS AUTONOMAS,0,0,0,752,0,0,0,0,0,752,0,0,0,26,0,0,0,0,0,26,-46.66158318807624,-23.48154717031372
