mun_codigo;mun_nome;set_cens_cod;ipvs_grupo;renda_media_dom;renda_media_per_capita
3523107;Itaquaquecetuba;352310705000038;5;1378,146667;347,6266816
3523107;Itaquaquecetuba;352310705000039;0; ; 
3523107;Itaquaquecetuba;352310705000040;5;1310,191781;364,3580952
3523107;Itaquaquecetuba;352310705000041;5;1544,469697;431,4708995
3523107;Itaquaquecetuba;352310705000042;3;1767,296721;530,0152409
3523107;Itaquaquecetuba;352310705000043;4;1575,261818;448,4440994
3523107;Itaquaquecetuba;352310705000044;4;1472,229927;407,4656566
3523107;Itaquaquecetuba;352310705000045;4;1491,560784;412,0780065
3523107;Itaquaquecetuba;352310705000046;4;1377,139683;377,8736934
3523107;Itaquaquecetuba;352310705000047;4;1489125;428,7671136
3523107;Itaquaquecetuba;352310705000048;5;1290,844512;353,7151211
3523107;Itaquaquecetuba;352310705000049;5;1309,33237;357,5603788
3523107;Itaquaquecetuba;352310705000050;4;1709,52809;491,1961259
3523107;Itaquaquecetuba;352310705000051;5;1409,417553;388,5197947
3523107;Itaquaquecetuba;352310705000052;5;1557,491892;408,7035461
3523107;Itaquaquecetuba;352310705000053;5;1372,449393;383,0451977
3523107;Itaquaquecetuba;352310705000055;2;2127,571429;627,8079625
3523107;Itaquaquecetuba;352310705000056;0;1868,96;569,804878
3523107;Itaquaquecetuba;352310705000057;4;1802,348485;532,6343284
3523107;Itaquaquecetuba;352310705000058;4;1405,345946;365,1530899
3523107;Itaquaquecetuba;352310705000059;4;1179,564626;327,4711992
3523107;Itaquaquecetuba;352310705000060;4;1854,544118;508,5040323
3523107;Itaquaquecetuba;352310705000061;4;1299,234266;347,5968195
3523107;Itaquaquecetuba;352310705000062;4;1514,162465;427,316996
3523107;Itaquaquecetuba;352310705000063;5;1307,337121;367,9498934
3523107;Itaquaquecetuba;352310705000064;5;1151,295597;294,0658635
3523107;Itaquaquecetuba;352310705000065;4;1320,647059;386,7527993
3523107;Itaquaquecetuba;352310705000066;5;1244,84;333,9814634
3523107;Itaquaquecetuba;352310705000067;4;1390,409794;400,5040831
3523107;Itaquaquecetuba;352310705000068;5;1109,038835;329,1959654
3523107;Itaquaquecetuba;352310705000069;4;1226,600897;356,1614583
3523107;Itaquaquecetuba;352310705000070;4;1019,924242;261,92607
3523107;Itaquaquecetuba;352310705000071;4;1032,57874;299,7428571
3523107;Itaquaquecetuba;352310705000072;4;1251,990476;331,9671717
3523107;Itaquaquecetuba;352310705000073;0;2600,47619;505,6481481
3523107;Itaquaquecetuba;352310705000074;5;1231,650685;318,8315603
3523107;Itaquaquecetuba;352310705000075;4;1504,27572;413,0384181
3523107;Itaquaquecetuba;352310705000076;3;1319,633218;401,4463158
3523107;Itaquaquecetuba;352310705000077;4;1381,017857;357,6277457
3523107;Itaquaquecetuba;352310705000078;5;1473,215328;415,7167868
3523107;Itaquaquecetuba;352310705000079;2;2126,351759;612,3646889
3523107;Itaquaquecetuba;352310705000080;3;1945,820084;579,1419676
3523107;Itaquaquecetuba;352310705000081;4;1710,698039;457,7418678
3523107;Itaquaquecetuba;352310705000082;3;2646,264368;756,0755337
3523107;Itaquaquecetuba;352310705000083;5;1941,602649;560,5774379
3523107;Itaquaquecetuba;352310705000084;4;2056745;642,7328125
3523107;Itaquaquecetuba;352310705000085;2;2252,653846;598,7537175
3523107;Itaquaquecetuba;352310705000086;2;2257,272537;637,4890468
3523107;Itaquaquecetuba;352310705000087;4;1909,136628;525,815052
3523107;Itaquaquecetuba;352310705000088;5;1816,075949;526,8176255
3523107;Itaquaquecetuba;352310705000089;5;1664,899676;478,5618605
3523107;Itaquaquecetuba;352310705000090;4;1411,904382;432,7081807
3523107;Itaquaquecetuba;352310705000091;2;1888,201149;585,6452763
3523107;Itaquaquecetuba;352310705000092;3;1463,984615;402,0802817
3523107;Itaquaquecetuba;352310705000093;4;1932,652597;519,421466
3523107;Itaquaquecetuba;352310705000094;2;1636,722689;462,6365796
3523107;Itaquaquecetuba;352310705000095;2;1679,043046;503,5461768
3523107;Itaquaquecetuba;352310705000096;4;1312,362637;361,3464448
3523107;Itaquaquecetuba;352310705000097;5;1039,774775;263,5045662
3523107;Itaquaquecetuba;352310705000098;5;1005,350515;262,6184919
3523107;Itaquaquecetuba;352310705000099;5;1342,720388;382,4673673
3523107;Itaquaquecetuba;352310705000100;5;988,3603133;254,7388964
3523107;Itaquaquecetuba;352310705000101;5;1695,457792;461,3083039
3523107;Itaquaquecetuba;352310705000102;4;1474,326797;426,8155156
3523107;Itaquaquecetuba;352310705000103;5;1233,66474;340,3891547
3523107;Itaquaquecetuba;352310705000104;5;1427,486207;395,7657744
3523107;Itaquaquecetuba;352310705000105;6;843,1304348;239,2228219
3523107;Itaquaquecetuba;352310705000106;5;1191,535294;334,8115702
3523107;Itaquaquecetuba;352310705000107;5;1118,519481;269,9874608
3523107;Itaquaquecetuba;352310705000108;2;2770,870748;767,0772128
3523107;Itaquaquecetuba;352310705000109;6;1112,344828;301,9469579
3523107;Itaquaquecetuba;352310705000110;3;1687,122924;473,7164179
3523107;Itaquaquecetuba;352310705000111;3;1703,74364;471,3659989
3523107;Itaquaquecetuba;352310705000112;5;804,6181102;218,5807487
3523107;Itaquaquecetuba;352310705000113;5;931,2966667;263,5745283
3523107;Itaquaquecetuba;352310705000114;5;1514,563177;430,2912821
3523107;Itaquaquecetuba;352310705000115;4;1462,282799;396,1793049
3523107;Itaquaquecetuba;352310705000116;5;912;248,1032258
3523107;Itaquaquecetuba;352310705000117;4;1260,235474;350,1248938
3523107;Itaquaquecetuba;352310705000118;5;1148,084302;310,2443048
3523107;Itaquaquecetuba;352310705000119;0;1686,555556;659,9565217
3523107;Itaquaquecetuba;352310705000120;5;1135,855491;299,7757437
3523107;Itaquaquecetuba;352310705000121;3;1662,016736;457,1024166
3523107;Itaquaquecetuba;352310705000122;2;1656,704918;540,4224599
3523107;Itaquaquecetuba;352310705000123;5;1618,696498;390,6150235
3523107;Itaquaquecetuba;352310705000124;3;1530,142105;445,2174579
3523107;Itaquaquecetuba;352310705000125;3;1604,825826;446,8285953
3523107;Itaquaquecetuba;352310705000126;5;1284,573086;351,7477764
3523107;Itaquaquecetuba;352310705000127;0;1962,711111;513,5
3523107;Itaquaquecetuba;352310705000128;5;989,557047;276,8901408
3523107;Itaquaquecetuba;352310705000129;5;1119,142857;344,5162524
3523107;Itaquaquecetuba;352310705000130;5;1795,935484;479,9482759
3523107;Itaquaquecetuba;352310705000131;5;1098,449275;318,6811493
3523107;Itaquaquecetuba;352310705000132;4;1262,931148;355,3450185
3523107;Itaquaquecetuba;352310705000133;4;1598,779487;424,1659864
3523107;Itaquaquecetuba;352310705000134;3;1211,268908;328,3394077
3523107;Itaquaquecetuba;352310705000135;5;1463,223881;380,5745342
3523107;Itaquaquecetuba;352310705000136;5;1473,373457;397,8108333
3523107;Itaquaquecetuba;352310705000137;4;1291,59306;340,6281198
3523107;Itaquaquecetuba;352310705000138;5;1265,934978;352,6589631
3523107;Itaquaquecetuba;352310705000139;5;1399,022508;365,0134228
3523107;Itaquaquecetuba;352310705000140;5;1645,387195;475,0765845
3523107;Itaquaquecetuba;352310705000141;2;1698,260465;498,1255116
3523107;Itaquaquecetuba;352310705000142;3;1342,725118;388,6351166
3523107;Itaquaquecetuba;352310705000143;5;1024,873156;278,9498193
3523107;Itaquaquecetuba;352310705000144;4;1358,337079;385,6204147
3523107;Itaquaquecetuba;352310705000145;3;1452,017857;434,828877
3523107;Itaquaquecetuba;352310705000146;3;1728,774809;501,593577
3523107;Itaquaquecetuba;352310705000147;4;1689,223077;475,3225108
3523107;Itaquaquecetuba;352310705000148;3;1375,799296;386,8584158
3523107;Itaquaquecetuba;352310705000149;5;1676,12069;430,1548673
3523107;Itaquaquecetuba;352310705000150;2;1252,553571;356,0558376
3523107;Itaquaquecetuba;352310705000151;5;1464,322188;393,9182339
3523107;Itaquaquecetuba;352310705000152;5;1028,355649;275,2262038
3523107;Itaquaquecetuba;352310705000153;5;1627,227273;461,9225806
3523107;Itaquaquecetuba;352310705000154;4;1455,134078;435,5668896
3523107;Itaquaquecetuba;352310705000155;5;1378,794872;408,2991648
3523107;Itaquaquecetuba;352310705000156;5;1251,64977;349,1105398
3523107;Itaquaquecetuba;352310705000157;5;1597,25;466,4535398
3523107;Itaquaquecetuba;352310705000158;4;1696,338936;516,2770673
3523107;Itaquaquecetuba;352310705000159;4;1567,653696;491,9255189
3523107;Itaquaquecetuba;352310705000160;2;1732,464744;498,6429889
3523107;Itaquaquecetuba;352310705000161;4;1462,844875;438,246473
3523107;Itaquaquecetuba;352310705000162;5;1308,89172;374,3096539
3523107;Itaquaquecetuba;352310705000163;5;903,295858;238,1544462
3523107;Itaquaquecetuba;352310705000164;6;1239,770428;339,6812367
3523107;Itaquaquecetuba;352310705000165;6;1171,863095;311,0157978
3523107;Itaquaquecetuba;352310705000166;6;1279,951807;336,5448786
3523107;Itaquaquecetuba;352310705000167;6;1168,795322;324,1914031
3523107;Itaquaquecetuba;352310705000168;6;1238,634783;347,4219512
3523107;Itaquaquecetuba;352310705000169;4;2035,866667;629,217033
3523107;Itaquaquecetuba;352310705000170;5;1333,647959;378,2850941
3523107;Itaquaquecetuba;352310705000171;1;8024,961832;2336,155556
3523107;Itaquaquecetuba;352310705000172;5;842,697561;238,9391425
3523107;Itaquaquecetuba;352310705000173;5;1653,650327;465,9456722
3523107;Itaquaquecetuba;352310705000174;4;1656,510417;478,5105316
3523107;Itaquaquecetuba;352310705000175;4;1403,559172;433,2447489
3523107;Itaquaquecetuba;352310705000176;5;1428,568452;410,9580479
3523107;Itaquaquecetuba;352310705000177;4;1725,221519;469,5693368
3523107;Itaquaquecetuba;352310705000178;5;1584,910714;455,1538462
3523107;Itaquaquecetuba;352310705000179;5;1182,767932;319,8128922
3523107;Itaquaquecetuba;352310705000180;0;1250,630435;334,4709302
3523107;Itaquaquecetuba;352310705000181;6;862,6461538;226,0967742
3523107;Itaquaquecetuba;352310705000182;5;1188,883803;346,6560575
3523107;Itaquaquecetuba;352310705000183;5;1000,663717;272,4698795
3523107;Itaquaquecetuba;352310705000184;5;1285,692308;333,5777311
3523107;Itaquaquecetuba;352310705000185;4;1185,04797;316,4019704
3523107;Itaquaquecetuba;352310705000186;4;1391,531599;387,0961737
3523107;Itaquaquecetuba;352310705000187;3;1459,310345;445,0052576
3523107;Itaquaquecetuba;352310705000188;4;1449,122744;432,5506466
3523107;Itaquaquecetuba;352310705000189;4;1526,218182;441,4680691
3523107;Itaquaquecetuba;352310705000190;4;1381,720994;392,6083203
3523107;Itaquaquecetuba;352310705000191;4;1513,939535;444,0613915
3523107;Itaquaquecetuba;352310705000192;5;1233,202632;359,6446662
3523107;Itaquaquecetuba;352310705000193;4;1603,532567;457,4010929
3523107;Itaquaquecetuba;352310705000194;5;1314,216749;300,7733935
3523107;Itaquaquecetuba;352310705000195;5;1116,416031;315,5350593
3523107;Itaquaquecetuba;352310705000196;4;1433,506912;362,9766628
3523107;Itaquaquecetuba;352310705000197;5;858,3030303;231,2163265
3523107;Itaquaquecetuba;352310705000198;3;1759,003745;508,2835498
3523107;Itaquaquecetuba;352310705000199;2;1897,468421;567,7464567
3523107;Itaquaquecetuba;352310705000200;3;4113,641791;1219,530973
3523107;Itaquaquecetuba;352310705000201;4;1390,194245;413,3411765
3523107;Itaquaquecetuba;352310705000202;5;1288,978261;400,6283784
3523107;Itaquaquecetuba;352310705000203;4;1143,957399;320,2793471
3523107;Itaquaquecetuba;352310705000204;4;2931,225664;739,3493304
3523107;Itaquaquecetuba;352310705000205;2;2144,864486;644,2119298
3523107;Itaquaquecetuba;352310705000206;3;1893,918826;569,9475052
3523107;Itaquaquecetuba;352310705000207;1;11058,16477;3174,93801
3523107;Itaquaquecetuba;352310705000208;4;1252,931655;341,4852941
3523107;Itaquaquecetuba;352310705000209;4;1071,281818;294,6025
3523107;Itaquaquecetuba;352310705000210;5;1074,076023;280,4076336
3523107;Itaquaquecetuba;352310705000211;4;1112,426396;311,2897727
3523107;Itaquaquecetuba;352310705000212;5;1213,770563;329,0856808
3523107;Itaquaquecetuba;352310705000213;4;1283,51751;386,2576112
3523107;Itaquaquecetuba;352310705000214;4;1417,90625;378,1083333
3523107;Itaquaquecetuba;352310705000215;4;1242,6;345,8783505
3523107;Itaquaquecetuba;352310705000216;5;1205,417143;356,6322908
3523107;Itaquaquecetuba;352310705000217;5;950,9859649;254,0121837
3523107;Itaquaquecetuba;352310705000218;4;801,08;247,2469136
3523107;Itaquaquecetuba;352310705000219;5;1139,548276;305,1421976
3523107;Itaquaquecetuba;352310705000220;5;1166,790451;312,4147727
3523107;Itaquaquecetuba;352310705000221;5;1004,635659;287,0387597
3523107;Itaquaquecetuba;352310705000222;5;1107,936937;286,0023256
3523107;Itaquaquecetuba;352310705000223;5;1022,60241;290,0091116
3523107;Itaquaquecetuba;352310705000224;4;911,3852459;261,4161442
3523107;Itaquaquecetuba;352310705000225;5;1176,567198;341,609127
3523107;Itaquaquecetuba;352310705000226;4;1261,70155;315,4253876
3523107;Itaquaquecetuba;352310705000227;5;1526,971787;453,12
3523107;Itaquaquecetuba;352310705000228;5;1658875;406,8481752
3523107;Itaquaquecetuba;352310705000229;4;1615,511211;423,3360752
3523107;Itaquaquecetuba;352310705000230;2;2279,512048;636,4995795
3523107;Itaquaquecetuba;352310705000231;4;1836,248062;500,794926
3523107;Itaquaquecetuba;352310705000232;3;1922,195853;576,9246196
3523107;Itaquaquecetuba;352310705000233;5;1856,558442;538,0991217
3523107;Itaquaquecetuba;352310705000234;5;1238,175097;341,4281116
3523107;Itaquaquecetuba;352310705000235;3;1848,664921;608,7844828
3523107;Itaquaquecetuba;352310705000236;2;2186,764977;714,6506024
3523107;Itaquaquecetuba;352310705000237;5;1638,77381;491,6321429
3523107;Itaquaquecetuba;352310705000238;6;1165,59;312,4906166
3523107;Itaquaquecetuba;352310705000239;5;1103,176471;257,4078431
3523107;Itaquaquecetuba;352310705000240;4;1297,849515;319,0417661
3523107;Itaquaquecetuba;352310705000241;5;1368,571429;382,3503326
3523107;Itaquaquecetuba;352310705000242;4;1754,944882;451,1700405
3523107;Itaquaquecetuba;352310705000243;6;1117,688787;299,8342541
3523107;Itaquaquecetuba;352310705000244;4;1358,375587;373,8165375
3523107;Itaquaquecetuba;352310705000245;6;994,3943662;267,4318182
3523107;Itaquaquecetuba;352310705000246;6;1135,09622;315,1841603
3523107;Itaquaquecetuba;352310705000247;5;1437,075812;394,5193261
3523107;Itaquaquecetuba;352310705000248;5;1517,631757;419,4388422
3523107;Itaquaquecetuba;352310705000249;5;1335,619231;369,0340064
3523107;Itaquaquecetuba;352310705000250;3;1218,884746;325,9936537
3523107;Itaquaquecetuba;352310705000251;0;588,974359;214,6728972
3523107;Itaquaquecetuba;352310705000252;4;1734,585253;475,8596713
3523107;Itaquaquecetuba;352310705000253;3;1036,084577;282,1856369
3523107;Itaquaquecetuba;352310705000254;3;1041,723077;302,7362146
3523107;Itaquaquecetuba;352310705000255;5;1210,224138;308,5406593
3523107;Itaquaquecetuba;352310705000256;4;1421,12037;372,526699
3523107;Itaquaquecetuba;352310705000257;4;1844,125628;540,4727541
3523107;Itaquaquecetuba;352310705000258;6;1093,215385;286,9911147
3523107;Itaquaquecetuba;352310705000259;3;1433,417778;409,2880711
3523107;Itaquaquecetuba;352310705000260;4;1333,833898;373,3216319
3523107;Itaquaquecetuba;352310705000261;2;1740,598985;537,4576803
3523107;Itaquaquecetuba;352310705000262;5;888,0952381;233125
3523107;Itaquaquecetuba;352310705000263;3;1771,333333;616,115942
3523107;Itaquaquecetuba;352310705000264;6;1274,726563;357,0350109
3523107;Itaquaquecetuba;352310705000265;5;1186,364943;348,6951014
3523107;Itaquaquecetuba;352310705000266;6;1174125;302,1876676
3523107;Itaquaquecetuba;352310705000267;5;722,5687023;174,4820276
3523107;Itaquaquecetuba;352310705000268;5;1191,883117;338,6531365
3523107;Itaquaquecetuba;352310705000269;5;1076,243333;312,8614341
3523107;Itaquaquecetuba;352310705000270;5;1277,329843;371,0570342
3523107;Itaquaquecetuba;352310705000271;4;1102,328767;323,8229376
3523107;Itaquaquecetuba;352310705000272;5;1225,707143;342,5129741
3523107;Itaquaquecetuba;352310705000273;5;1435,684211;442,7141074
3523107;Itaquaquecetuba;352310705000274;6;954,7434783;265,5272068
3523107;Itaquaquecetuba;352310705000275;5;1300,679426;325,1698565
3523107;Itaquaquecetuba;352310705000276;5;1538,464363;417,7765396
3523107;Itaquaquecetuba;352310705000277;5;747,559322;182,0055021
3523107;Itaquaquecetuba;352310705000278;5;1017,007264;262515
3523107;Itaquaquecetuba;352310705000279;3;1653,566116;458,3768614
3523107;Itaquaquecetuba;352310705000280;5;1168,622047;324,0502183
3523107;Itaquaquecetuba;352310705000281;4;1046,404762;281,724359
3523107;Itaquaquecetuba;352310705000282;0;856,6666667;275,3571429
3523107;Itaquaquecetuba;352310705000283;4;1497,07874;419,2480706
3523107;Itaquaquecetuba;352310705000284;4;1139,435294;314,4545455
3523107;Itaquaquecetuba;352310705000285;6;1016,276243;272,9169139
3523107;Itaquaquecetuba;352310705000286;6;878,2884097;239,0645635
3523107;Itaquaquecetuba;352310705000287;3;2120,011594;653,6228776
3523107;Itaquaquecetuba;352310705000288;4;1244,147727;341,0747664
3523107;Itaquaquecetuba;352310705000289;4;1551,003861;454,9377123
3523107;Itaquaquecetuba;352310705000290;5;1187,364238;365,1568228
3523107;Itaquaquecetuba;352310705000291;5;1159,374233;319,7597293
3523107;Itaquaquecetuba;352310705000292;5;959,5330189;255,5540201
3523107;Itaquaquecetuba;352310705000293;5;1164,119318;297,1501088
3523107;Itaquaquecetuba;352310705000294;5;1081,550725;249,5886288
3523107;Itaquaquecetuba;352310705000295;5;1451,571429;389,445993
3523107;Itaquaquecetuba;352310705000296;5;775,964467;226,1316568
3523107;Itaquaquecetuba;352310705000297;5;1073,761905;309,8335878
3523107;Itaquaquecetuba;352310705000298;5;1108,66879;350,9294355
3523107;Itaquaquecetuba;352310705000299;5;1238,058824;341,6720779
3523107;Itaquaquecetuba;352310705000300;5;857,3247863;237,4130178
3523107;Itaquaquecetuba;352310705000301;4;1676,11399;472,9385965
3523107;Itaquaquecetuba;352310705000302;3;2109,095652;591,5756098
3523107;Itaquaquecetuba;352310705000303;5;822,0669456;219,2790179
3523107;Itaquaquecetuba;352310705000304;3;2001,136585;667,0455285
3523107;Itaquaquecetuba;352310705000305;3;2228,545455;740,2095915
3523107;Itaquaquecetuba;352310705000306;5;1391,576792;393,9439614
3523107;Itaquaquecetuba;352310705000307;6;1109,44186;272,3463368
3523107;Itaquaquecetuba;352310705000308;6;991,9207317;262,3790323
3523107;Itaquaquecetuba;352310705000309;6;1282,390411;319,503413
3523107;Itaquaquecetuba;352310705000310;6;645,7633929;186,1660232
3523107;Itaquaquecetuba;352310705000311;5;1510,222222;494,2545455
3523107;Itaquaquecetuba;352310705000313;0;953,3333333;260
3523107;Itaquaquecetuba;352310705000314;2;2555,414286;739,1694215
3523107;Itaquaquecetuba;352310705000315;2;3390,991597;1016,443325
3523107;Itaquaquecetuba;352310705000316;0;1515,291667;478,5131579
3523107;Itaquaquecetuba;352310705000317;2;1763,472973;552,9533898
3523107;Itaquaquecetuba;352310705000318;0;1895;433,1428571
3523107;Itaquaquecetuba;352310705000319;4;1956,387597;602,3245823
3523107;Itaquaquecetuba;352310705000320;0;1464,423077;405,0531915
3523107;Itaquaquecetuba;352310705000321;6;1232,616216;327,6350575
3523107;Itaquaquecetuba;352310705000322;4;1493,900398;440,6216216
3523107;Itaquaquecetuba;352310705000323;4;1521,872807;372,3036481
3523107;Itaquaquecetuba;352310705000326;0; ; 
3523107;Itaquaquecetuba;352310705000327;2;3261,380952;1035,470842
3523107;Itaquaquecetuba;352310705000328;2;1984,528571;574,0371901
3523107;Itaquaquecetuba;352310705000329;0;1699,216216;465,7111111
3523107;Itaquaquecetuba;352310705000330;4;1751,790123;472,9833333
3523107;Itaquaquecetuba;352310705000331;5;1263,093023;341,3228594
3523107;Itaquaquecetuba;352310705000332;5;1252,273196;332,3406293
3523107;Itaquaquecetuba;352310705000333;5;1254,248963;329,095264
3523107;Itaquaquecetuba;352310705000334;0;1195,702703;298,9256757
3523107;Itaquaquecetuba;352310705000335;4;1928,385542;536,5005587
3523107;Itaquaquecetuba;352310705000336;2;3165,509259;1045,489297
3523107;Itaquaquecetuba;352310705000337;2;2153,728767;644,8818704
3523107;Itaquaquecetuba;352310705000338;0;1871,428571;545,8333333
3523107;Itaquaquecetuba;352310705000339;0; ; 
3523107;Itaquaquecetuba;352310705000340;0; ; 
3523107;Itaquaquecetuba;352310705000341;5;1207,872093;340,0229133
3523107;Itaquaquecetuba;352310705000342;4;1479,668571;409,7183544
3523107;Itaquaquecetuba;352310705000343;2;1647,217391;452,1002387
3523107;Itaquaquecetuba;352310705000344;3;1619,102941;491,5133929
3523107;Itaquaquecetuba;352310705000345;0;2294,52381;550,6857143
3523107;Itaquaquecetuba;352310705000347;4;1837,692308;522,7571116
3523107;Itaquaquecetuba;352310705000348;4;1406,6;391,9318885
3523107;Itaquaquecetuba;352310705000349;5;1042,529412;246,1527778
3523107;Itaquaquecetuba;352310705000350;0;1114,391304;269,8
3523107;Itaquaquecetuba;352310705000353;0;1317,833333;320,5540541
3523107;Itaquaquecetuba;352310705000354;3;1462,079646;388,7411765
3523107;Itaquaquecetuba;352310705000356;5;756,2238806;197,1478599
3523107;Itaquaquecetuba;352310705000357;4;1127,438596;321,32
3523107;Itaquaquecetuba;352310705000359;5;1282,018182;334,9691211
3523107;Itaquaquecetuba;352310705000360;5;1427,755906;383,3509514
3523107;Itaquaquecetuba;352310705000361;0;1328,363636;337,2
3523107;Itaquaquecetuba;352310705000362;3;1569,85;387,617284
3523107;Itaquaquecetuba;352310705000363;3;1832,556818;484,2792793
3523107;Itaquaquecetuba;352310705000365;5;1482,392857;376,1963746
3523107;Itaquaquecetuba;352310705000366;0;1386,8125;439,3861386
3523107;Itaquaquecetuba;352310705000367;0;2135,363636;618,1315789
3523107;Itaquaquecetuba;352310705000368;0;795,9069767;223,6862745
3523107;Itaquaquecetuba;352310705000369;0;2723,208333;871,4266667
3523107;Itaquaquecetuba;352310705000370;5;1895,057971;428,3669124
3523107;Itaquaquecetuba;352310705000371;0;7070,833333;1767,708333
3523107;Itaquaquecetuba;352310705000372;3;1965,243523;615,7337662
3523107;Itaquaquecetuba;352310705000373;0; ; 
3523107;Itaquaquecetuba;352310705000374;4;1175,961538;334,1530055
3523107;Itaquaquecetuba;352310705000375;0; ; 
3523107;Itaquaquecetuba;352310705000376;0; ; 
3523107;Itaquaquecetuba;352310705000377;0;1332,5;290,7272727
3523107;Itaquaquecetuba;352310705000379;4;1653,839623;497,0897921
3523107;Itaquaquecetuba;352310705000380;1;9524,445455;2764,350923
3523107;Itaquaquecetuba;352310705000381;5;1956,16568;547,3377483
3523107;Itaquaquecetuba;352310705000382;4;1546,27037;452,3217768
3523107;Itaquaquecetuba;352310705000384;5;923,984127;261,0358744
3523107;Itaquaquecetuba;352310705000385;0;1353,571429;485,8974359
3523107;Itaquaquecetuba;352310705000387;0; ; 
3523107;Itaquaquecetuba;352310705000388;5;1034,635135;308,7217742
3523107;Itaquaquecetuba;352310705000389;4;1495,889299;468,113164
3523107;Itaquaquecetuba;352310705000390;4;1888,168421;518,4277457
3523107;Itaquaquecetuba;352310705000391;6;1242,832061;311,3021033
3523107;Itaquaquecetuba;352310705000392;6;1295,494624;344,2314286
3523107;Itaquaquecetuba;352310705000393;0;921,7179487;236,4934211
3523107;Itaquaquecetuba;352310705000394;4;1748,357143;509,3479769
3523107;Itaquaquecetuba;352310705000395;0;1979,857143;654,7559055
3523107;Itaquaquecetuba;352310705000396;5;1291,573964;361,9834163
3523107;Itaquaquecetuba;352310705000398;0;1380,25;408,962963
3523107;Itaquaquecetuba;352310705000399;5;1227,516949;335,2939815
3523107;Itaquaquecetuba;352310705000400;6;1203,053097;338,1716418
3523107;Itaquaquecetuba;352310705000401;0;931,1041667;224,5879397
3523107;Itaquaquecetuba;352310705000402;0;940,8928571;241,6972477
3523107;Itaquaquecetuba;352310705000403;3;1688,794393;509,0169014
3523107;Itaquaquecetuba;352310705000404;4;1348,524823;375,0335306
3523107;Itaquaquecetuba;352310705000405;4;1745,025641;436,2564103
3523107;Itaquaquecetuba;352310705000406;3;2270,016667;684,4271357
3523107;Itaquaquecetuba;352310705000407;5;1050,493927;289,2664437
3523107;Itaquaquecetuba;352310705000408;5;1244,493639;359,6220588
3523107;Itaquaquecetuba;352310705000409;5;1098,145695;312,2787194
3523107;Itaquaquecetuba;352310705000410;4;1104,06962;303,3791304
3523107;Itaquaquecetuba;352310705000411;4;1355,819355;367,3986014
3523206;Itarar�;352320605000001;2;2341,629496;841,0503876
3523206;Itarar�;352320605000002;4;1758,12037;615,4846029
3523206;Itarar�;352320605000003;4;2155,277778;705,3636364
3523206;Itarar�;352320605000004;2;2478,751553;880,9690949
3523206;Itarar�;352320605000005;2;2988,422535;1233,593023
3523206;Itarar�;352320605000006;2;3474,026012;1200,812188
3523206;Itarar�;352320605000007;2;2497,8;854,5105263
3523206;Itarar�;352320605000008;2;3234,146154;1194,428977
3523206;Itarar�;352320605000009;2;2880,911504;998,5981595
3523206;Itarar�;352320605000010;2;2827,521053;1109,977273
3523206;Itarar�;352320605000011;2;3019,497872;988,275766
3523206;Itarar�;352320605000012;4;1751,374233;575,5524194
3523206;Itarar�;352320605000013;4;1584,266423;481,251663
3523206;Itarar�;352320605000014;3;2380,015244;772,1513353
3523206;Itarar�;352320605000015;4;1012,312925;341,6991963
3523206;Itarar�;352320605000016;4;1437,20398;480,6622296
3523206;Itarar�;352320605000017;4;1290,700565;462,4574899
3523206;Itarar�;352320605000018;2;2016,460432;690,364532
3523206;Itarar�;352320605000019;2;2702,072368;1019,143921
3523206;Itarar�;352320605000020;4;1562,962963;566,9865643
3523206;Itarar�;352320605000021;4;2187,206186;669,2712934
3523206;Itarar�;352320605000022;3;1701,953229;525,5687758
3523206;Itarar�;352320605000023;4;1532,646067;480,3010563
3523206;Itarar�;352320605000024;4;1392,284672;444,6223776
3523206;Itarar�;352320605000025;4;1245,053435;363,6610925
3523206;Itarar�;352320605000026;5;787,5605214;214,353776
3523206;Itarar�;352320605000027;2;2352,127413;824,3585927
3523206;Itarar�;352320605000028;4;1637,344203;501,5615982
3523206;Itarar�;352320605000029;4;1542,596154;557,0486111
3523206;Itarar�;352320605000030;0; ; 
3523206;Itarar�;352320605000031;0; ; 
3523206;Itarar�;352320605000032;4;1328,072289;438,5809019
3523206;Itarar�;352320605000033;5;1325,286738;408,5690608
3523206;Itarar�;352320605000034;5;783,3588517;213,4576271
3523206;Itarar�;352320605000035;5;673,8868778;179,865942
3523206;Itarar�;352320605000036;5;811,4311377;236,9038462
3523206;Itarar�;352320605000037;4;640,6115702;187,2318841
3523206;Itarar�;352320605000038;5;1014,794737;306,0492063
3523206;Itarar�;352320605000039;5;986,8538813;274,9631043
3523206;Itarar�;352320605000040;5;1048,590062;317,9340866
3523206;Itarar�;352320605000041;4;1130,455645;350,8798498
3523206;Itarar�;352320605000042;4;1520,136364;491,8088235
3523206;Itarar�;352320605000043;5;1234,475771;385,4552957
3523206;Itarar�;352320605000044;5;965,2431507;303,71875
3523206;Itarar�;352320605000045;5;794,026178;220,434593
3523206;Itarar�;352320605000046;5;926,7803738;272,8074278
3523206;Itarar�;352320605000047;5;1277,389423;364,9684066
3523206;Itarar�;352320605000048;5;1367,068783;408,4996047
3523206;Itarar�;352320605000049;4;766,1428571;223,4583333
3523206;Itarar�;352320605000050;5;657,453202;197,722963
